cell_id	x	y	celltype	valve	score__Valve_defects	z__Valve_defects	score__Atrioventricular_septal_defect	z__Atrioventricular_septal_defect	score__Atrial_septal_defect	z__Atrial_septal_defect	score__Ventricular_septal_defect	z__Ventricular_septal_defect	score__Malformation_of_the_outflow_tract	z__Malformation_of_the_outflow_tract	score__HypertrophicCardiomyopathy	z__HypertrophicCardiomyopathy	score__DilatedCardiomyopathy	z__DilatedCardiomyopathy	score__PCGC_DeNovoVariants	z__PCGC_DeNovoVariants	score__Single_ventricle_disease	z__Single_ventricle_disease	score__Familial_thoracic_aortic_aneurysm_and_aortic_dissection	z__Familial_thoracic_aortic_aneurysm_and_aortic_dissection
ATR_160_set19__271	18573.915140029734	21347.571224248393	aCM-RA	False	0.41093713	0.08380931	0.49321383	0.6605153	0.5253815	0.82336247	0.48203653	0.90498465	0.44105017	0.1381828	1.3240417	3.0084925	1.0731993	3.1510208	0.45960918	0.5738728	0.54049003	0.31098923	0.5234644	-0.12085928
ATR_160_set19__29	18583.197627484027	21344.730229559977	aCM-RA	False	0.39424714	-0.13089071	0.44811904	0.14375843	0.50026184	0.45112658	0.46417892	0.6471458	0.40571648	-0.36525524	1.1517183	2.499701	0.9678507	2.7161531	0.41636565	-0.19915074	0.4870551	-0.2489552	0.50346744	-0.19185503
ATR_160_set19__373	18310.201287677966	21363.090344796237	aCM-LA	False	0.3104479	-1.2088844	0.3946068	-0.46945703	0.4161601	-0.7951355	0.36455837	-0.79123515	0.3584793	-1.0382955	0.75175864	1.3188052	0.58018637	1.1159171	0.36004373	-1.2059643	0.56800103	0.59927684	0.3155672	-0.8589629
ATR_160_set19__64	18385.50334458192	21361.942241594395	aCM-RA	False	0.43336946	0.37237883	0.45075586	0.17397466	0.5516183	1.2121522	0.5064555	1.25756	0.45908442	0.39513662	1.1823453	2.5901284	1.0360533	2.9976861	0.4381732	0.19068219	0.62397623	1.1858406	0.4977018	-0.21232498
ATR_161_set19__144	18280.308621411747	21433.82092324632	aCM-RA	False	0.32412094	-1.0329944	0.40420094	-0.3595144	0.43683213	-0.488807	0.382972	-0.52536815	0.3548068	-1.0906214	0.97063154	1.9650357	0.75721717	1.846681	0.36884412	-1.0486481	0.54948115	0.40520713	0.35841927	-0.7068239
ATR_161_set19__159	18171.672585571738	21420.606298935996	aCM-RA	False	0.30487436	-1.2805824	0.3070533	-1.4727631	0.35675547	-1.6754235	0.31896472	-1.4495435	0.21105784	-3.1387713	0.1203131	-0.54556125	0.1005896	-0.8638063	0.33744395	-1.6099592	0.16320297	-3.6425998	0.18858874	-1.3097783
ATR_161_set19__242	18283.842910690902	21359.49360493124	aEndocardial	False	0.49483073	1.1630168	0.5976069	1.8567917	0.52665114	0.8421766	0.4654149	0.6649918	0.44646594	0.21534722	0.10641294	-0.586602	0.19669326	-0.46710086	0.47090963	0.77588016	0.4893763	-0.22463122	0.76601094	0.7402611
ATR_161_set19__314	18272.87972222014	21440.257142913273	aCM-RA	False	0.4044221	0.0	0.48656514	0.5843257	0.52787614	0.8603292	0.47316232	0.77685356	0.4408697	0.13561127	1.2828492	2.88687	1.061655	3.1033673	0.44466412	0.30671415	0.57635945	0.6868647	0.5575061	0.0
ATR_163_set19__107	18027.177612704025	20761.331943360696	Trabecular vFibro	False	0.5249186	1.5500674	0.5585751	1.4095128	0.5465531	1.1370934	0.42980367	0.15081543	0.55301213	1.7334282	0.21694441	-0.2602537	0.287148	-0.093713515	0.538383	1.9820379	0.5952553	0.88487434	0.7828544	0.8000608
ATR_163_set19__158	18032.73474112572	20635.75394509754	vEndocardial	False	0.54629827	1.8250953	0.6255537	2.1770442	0.56527126	1.414469	0.493813	1.0750204	0.506545	1.0713599	0.09347816	-0.6247924	0.1718822	-0.5695182	0.5003257	1.3017231	0.49025434	-0.21543029	0.5629337	0.019269768
ATR_163_set19__19	18029.19291627269	20780.243483246602	VEC	True	0.5105378	1.3650726	0.58371085	1.6975521	0.5413929	1.0606277	0.5163884	1.4009776	0.481645	0.7165819	0.15188721	-0.4523375	0.19333097	-0.48098	0.44271523	0.27187562	0.5897926	0.82763064	0.46805775	-0.3175711
ATR_164_set19__144	17837.35925009785	20636.267941804967	vCM-RV-Proliferating	False	0.4669843	0.8048003	0.47823998	0.48892474	0.57362807	1.5383044	0.5542666	1.947885	0.5080442	1.0927203	1.2754164	2.8649242	1.0173123	2.9203253	0.49021858	1.1210481	0.5745137	0.6675228	0.4588753	-0.35017183
ATR_164_set19__200	17786.72819194123	20707.323919598442	Compact vFibro	False	0.53890836	1.7300316	0.52306306	1.002568	0.53791976	1.0091606	0.45761117	0.5523168	0.52027303	1.2669581	0.10045361	-0.60419714	0.23745656	-0.29883438	0.45482665	0.4883801	0.61945695	1.138483	0.9049376	1.2334967
ATR_164_set19__251	17743.770485913443	20834.170794127705	vCM-RV-AV	False	0.28414983	-1.5471829	0.18942535	-2.8207026	0.30363056	-2.4626553	0.26128316	-2.2823842	0.28693274	-2.057698	0.27318847	-0.09419101	0.3245732	0.060773604	0.31742305	-1.967854	0.2551082	-2.6795254	0.6429417	0.30332467
ATR_164_set19__299	17696.025941996704	20707.83014934013	VEC	True	0.5079201	1.3313982	0.54351366	1.2369184	0.5305062	0.89930266	0.4679894	0.7021636	0.50427604	1.0390314	0.20780298	-0.2872441	0.27562365	-0.14128478	0.49395937	1.1879185	0.4830501	-0.29092342	0.7169032	0.5659124
ATR_164_set19__304	17695.30775410765	20695.645422572048	VEC	True	0.50248307	1.2614565	0.6496422	2.4530828	0.5233325	0.7929989	0.4555064	0.521927	0.45819727	0.38249636	0.09436144	-0.6221845	0.15984671	-0.6191994	0.43789777	0.18575853	0.5355813	0.25955054	0.75028807	0.68443966
ATR_164_set19__313	17695.029867542107	20883.734070832244	VEC	True	0.5273614	1.5814914	0.65144175	2.473704	0.5660029	1.4253109	0.48255146	0.91241944	0.50506485	1.0502703	0.116127215	-0.5579202	0.1910273	-0.49048933	0.50196683	1.3310604	0.5017631	-0.09483003	0.7079089	0.5339797
ATR_164_set19__34	17953.601479235527	20720.14406351674	BEC	False	0.40437794	-0.0005681649	0.43068781	-0.055992097	0.42120743	-0.72034174	0.36722013	-0.752803	0.37861577	-0.7513889	0.15470836	-0.44400796	0.19702865	-0.4657164	0.48058832	0.94889694	0.30288267	-2.178897	0.46629947	-0.32381356
ATR_164_set19__358	17956.5449492048	20835.720094854816	Trabecular vFibro	False	0.48495308	1.0359507	0.5666941	1.5025511	0.5109796	0.6099476	0.4630471	0.6308037	0.4646817	0.47488743	0.12045144	-0.5451528	0.18024802	-0.534985	0.47732553	0.8905712	0.49718183	-0.14283715	0.65819144	0.35746625
ATR_164_set19__392	17872.14999912426	20846.17533448998	vCM-RV-Hybrid	False	0.38436022	-0.25807607	0.4331463	-0.027819484	0.5076952	0.5612778	0.48701555	0.9768746	0.45365116	0.31772298	1.404799	3.2469313	1.1045744	3.280534	0.43819627	0.19109453	0.5058092	-0.052431148	0.5150844	-0.15061103
ATR_164_set19__410	17829.346738955588	20768.654075016893	vCM-RV-Proliferating	False	0.39423436	-0.13105518	0.39888394	-0.42044377	0.49684998	0.40056792	0.47339553	0.7802207	0.43580976	0.06351691	0.9446133	1.8882158	0.8079978	2.056298	0.44005993	0.22440939	0.62927765	1.2413942	0.27628857	-0.998415
ATR_164_set19__45	17936.117091338758	20639.829735735897	vCM-RV-Trabecular	False	0.44485292	0.5201021	0.46173966	0.2998418	0.5168998	0.6976766	0.5042567	1.225813	0.47091755	0.56373626	0.8990513	1.7536924	0.7315039	1.7405394	0.4515067	0.42903253	0.54369867	0.3446125	0.49422842	-0.22465658
ATR_164_set19__459	17697.451577974934	20721.853598834612	VEC	True	0.5019065	1.2540396	0.5551012	1.3697044	0.51706684	0.7001515	0.44810665	0.41508472	0.48529828	0.76863426	0.16370448	-0.41744655	0.1466319	-0.67374873	0.4672851	0.7110879	0.51078326	-0.0003079262	0.5217411	-0.12697753
ATR_164_set19__474	17837.465414194958	20652.416983204927	vCM-RV-Hybrid	False	0.42126495	0.21666636	0.43474883	-0.009455531	0.54298556	1.0842282	0.51658994	1.4038874	0.46106574	0.42336664	1.5192927	3.5849783	1.1931796	3.6462865	0.45496213	0.49080196	0.60142344	0.9495101	0.4184376	-0.493739
ATR_164_set19__491	17711.735263767212	20600.23746312662	VIC	True	0.43799245	0.43184906	0.42248935	-0.14994122	0.46306723	-0.100041956	0.40086526	-0.26701465	0.4124657	-0.26909176	0.03869009	-0.78655624	0.15520331	-0.6383669	0.39644632	-0.55522984	0.5218367	0.11552104	0.6787422	0.43042812
ATR_164_set19__527	17765.7387643525	20687.71732565555	VEC	True	0.5095424	1.3522679	0.49689364	0.70268357	0.5092135	0.5837769	0.4477886	0.41049254	0.50704694	1.0785115	0.14705715	-0.46659845	0.2483588	-0.25383112	0.46986464	0.7571999	0.5558747	0.47220513	0.839648	1.001697
ATR_164_set19__565	17877.970705911386	20734.428865950544	Trabecular vFibro	False	0.44354057	0.5032201	0.50646967	0.8124185	0.4678373	-0.02935664	0.36050507	-0.84975904	0.51266783	1.1585985	0.07667028	-0.6744183	0.21709746	-0.38287452	0.42805007	0.009720518	0.59019685	0.8318667	0.9043651	1.231464
ATR_164_set19__593	17953.762590008526	20751.584194366875	vCM-LV-Compact I	False	0.43659812	0.4139124	0.4681712	0.37354317	0.46684048	-0.044128142	0.4022019	-0.24771552	0.48179814	0.718764	0.20501858	-0.29546517	0.28484437	-0.10322265	0.4534526	0.46381724	0.45390928	-0.59629	0.74650174	0.67099696
ATR_164_set19__601	17918.75258657083	20866.031906478547	VEC	True	0.31569844	-1.1413413	0.29183194	-1.6471899	0.3194729	-2.2278953	0.26863027	-2.1763024	0.37370142	-0.821409	0.35460868	0.1462052	0.28823775	-0.08921514	0.38905802	-0.68730336	0.39071986	-1.2584516	0.7700905	0.7547449
ATR_164_set19__660	17684.022249106085	20785.076798820442	vCM-RV-AV	False	0.47745252	0.9394634	0.5159889	0.9215026	0.53353596	0.94419926	0.49087003	1.0325279	0.46583438	0.49131072	0.37733594	0.21330826	0.3605432	0.20925386	0.50242454	1.3392423	0.53547895	0.25847813	0.7170385	0.5663928
ATR_164_set19__70	17911.757915003844	20742.70747386922	vCM-RV-Trabecular	False	0.2930563	-1.4326099	0.30417997	-1.5056895	0.38825035	-1.2087164	0.3849399	-0.49695432	0.31030047	-1.7247522	1.2538805	2.8013387	1.0131961	2.9033341	0.34607744	-1.4556265	0.35352525	-1.6482136	0.23358597	-1.1500233
ATR_164_set19__703	17938.797779758926	20692.246148443264	vCM-RV-Proliferating	False	0.3855195	-0.2431631	0.41023216	-0.2904006	0.47902086	0.13636701	0.4354304	0.23205763	0.39417806	-0.52965575	1.1524609	2.5018938	0.8845762	2.3724053	0.38955292	-0.67845654	0.51225466	0.015110869	0.41182777	-0.5172061
ATR_164_set19__720	17736.309599549248	20775.167381130872	Compact vFibro	False	0.42502084	0.26498222	0.47660977	0.4702435	0.43576565	-0.5046106	0.40343583	-0.22989923	0.45651302	0.358499	0.19960581	-0.31144658	0.25799584	-0.21405044	0.39703187	-0.54476243	0.4013331	-1.1472355	1.0800086	1.8550565
ATR_164_set19__721	17730.720424641044	20870.638573367887	VEC	True	0.50786936	1.3307458	0.6140009	2.0446565	0.5200994	0.7450896	0.51241773	1.3436465	0.5036654	1.0303308	0.12763083	-0.5239554	0.1562762	-0.6339381	0.44514602	0.3153287	0.4565745	-0.56836116	0.6152294	0.20493692
ATR_164_set19__725	17709.927768452108	20845.503572654237	VEC	True	0.45151648	0.60582215	0.43437743	-0.013711493	0.44434196	-0.37752256	0.38270044	-0.52928907	0.46119872	0.42526132	0.14724968	-0.46602997	0.24972987	-0.24817148	0.43760782	0.18057543	0.49013805	-0.21664888	0.89601827	1.20183
ATR_164_set19__76	17908.055461360236	20643.72415850572	vCM-RV-Trabecular	False	0.23408894	-2.1911662	0.2192128	-2.479358	0.3247684	-2.149424	0.34883788	-1.0182168	0.26846495	-2.320829	1.2768519	2.8691626	0.91716915	2.5069454	0.31864402	-1.9460279	0.3000001	-2.2091033	0.17944722	-1.3422337
ATR_164_set19__81	17906.77910393959	20785.60214955692	vCM-RV-Hybrid	False	0.38791662	-0.21232653	0.38635644	-0.5640007	0.5127015	0.6354639	0.5078387	1.2775321	0.4385317	0.10229932	1.3790649	3.1709504	1.1105824	3.305334	0.42019433	-0.13070916	0.5241742	0.14001586	0.3225689	-0.8341046
ATR_164_set19__88	17899.76468180657	20749.25846712703	vCM-RV-Hybrid	False	0.30920172	-1.2249153	0.283085	-1.7474242	0.40589654	-0.94722617	0.40269127	-0.2406495	0.32087925	-1.5740247	1.495479	3.5146673	1.1292188	3.3822634	0.34445176	-1.4846873	0.4188368	-0.9638143	0.2693012	-1.0232224
ATR_165_set19__67	17802.131052900444	21045.216700576733	WBC	False	0.31095758	-1.2023278	0.24413332	-2.193785	0.36513102	-1.5513103	0.31351438	-1.5282387	0.21018201	-3.1512501	0.030190287	-0.8116522	0.06577501	-1.0075172	0.33210424	-1.7054123	0.1662141	-3.611046	0.23921636	-1.1300336
ATR_167_set19__127	17557.918150722544	21279.21304249842	aCM-RA	False	0.41534966	0.14057213	0.5115715	0.8708825	0.4988841	0.43071067	0.47820854	0.84971386	0.44065428	0.13254207	0.6611794	1.0513668	0.6134223	1.2531112	0.46155235	0.608609	0.6546949	1.5077416	0.44981942	-0.3823232
ATR_167_set19__96	17374.745467111825	21266.32510769002	vEndocardial	False	0.42611277	0.2790288	0.49552163	0.68696123	0.44493294	-0.36876512	0.41286743	-0.093720146	0.40292817	-0.40498328	0.15491241	-0.44340548	0.19672373	-0.4669751	0.41540954	-0.21624236	0.52013344	0.09767257	0.40369815	-0.54606897
ATR_168_set19__136	17082.495459004436	21243.37789248646	aFibro	False	0.50221044	1.2579494	0.54711485	1.2781858	0.51110566	0.6118157	0.41886514	-0.007121526	0.52868134	1.3867606	0.14957823	-0.45915487	0.1998626	-0.45401818	0.45646366	0.5176434	0.53005874	0.2016798	0.7107551	0.5440846
ATR_168_set19__167	17244.782958263466	21327.45246116638	aCM-RA	False	0.39979392	-0.059536938	0.27154136	-1.8797067	0.47471344	0.0725375	0.5043809	1.2276057	0.4274856	-0.0550868	0.9626844	1.9415715	0.6825664	1.5385307	0.42233717	-0.09240352	0.39285493	-1.2360783	0.43999058	-0.41721883
ATR_168_set19__188	17157.21669840393	21302.65757796519	aCM-RA	False	0.3668878	-0.48284128	0.41788304	-0.20272648	0.48062614	0.16015474	0.4312557	0.17178068	0.3976139	-0.48070142	1.2259876	2.718984	1.035319	2.994655	0.40394077	-0.42125866	0.49465623	-0.16930288	0.4559504	-0.36055616
ATR_168_set19__200	17158.8595259207	21312.181124855688	aCM-RA	False	0.3500498	-0.69944555	0.37708664	-0.67022663	0.45016038	-0.29130217	0.44097227	0.31207433	0.3562075	-1.0706643	0.89315045	1.7362698	0.74668795	1.8032175	0.4114306	-0.28737006	0.44692397	-0.669489	0.5152194	-0.15013172
ATR_168_set19__32	17299.56263855197	21276.76957932435	aCM-RA	False	0.33325383	-0.91550887	0.36834475	-0.7704029	0.41406152	-0.82623345	0.41817635	-0.017066706	0.34790346	-1.1889809	0.61287373	0.90874237	0.4389102	0.5327443	0.44746545	0.35679084	0.34232324	-1.7655995	0.37736568	-0.6395579
ATR_168_set19__61	17243.195139299165	21278.46818146574	aCM-RA	False	0.2901053	-1.4705715	0.4724516	0.42259362	0.46365136	-0.09138609	0.45155337	0.46485063	0.33020586	-1.4411383	1.5112612	3.561265	1.2265284	3.7839468	0.34979212	-1.3892226	0.31797767	-2.0207167	0.26822966	-1.0270268
ATR_170_set19__66	16978.095015476796	22400.514781460715	aEndocardial	False	0.48083028	0.982915	0.5455759	1.2605506	0.5322929	0.92577904	0.47770226	0.8424038	0.44962046	0.26029307	0.15857221	-0.43259978	0.22554572	-0.34800103	0.47665063	0.8785066	0.4726635	-0.39976472	0.6138102	0.19989812
ATR_170_set19__84	17076.952868066364	22440.150821864645	aCM-RA	False	0.33372042	-0.9095067	0.41065383	-0.2855685	0.44191387	-0.41350314	0.36785787	-0.74359494	0.36611766	-0.92946327	0.83538157	1.5657051	0.68191063	1.5358238	0.38104147	-0.8306078	0.478817	-0.3352823	0.39668733	-0.5709597
ATR_171_set19__126	16651.890429757485	22573.128297003335	aCM-RA	False	0.41883373	0.18539122	0.49858043	0.72201294	0.538925	1.0240567	0.4645183	0.6520461	0.45834506	0.38460207	1.2397424	2.7595954	1.0312295	2.9777741	0.45036566	0.4086352	0.593934	0.87102824	0.58625406	0.1020648
ATR_171_set19__171	16601.975285279885	22617.17933091354	aCM-RA	False	0.49509713	1.1664437	0.5179154	0.9435795	0.5024981	0.48426443	0.4208634	0.021730337	0.51674426	1.2166798	0.3135238	0.024900548	0.35601488	0.19056147	0.45928377	0.56805575	0.51658523	0.060490947	1.0618201	1.7904813
ATR_171_set19__27	16751.847914712867	22489.651091600248	aCM-RA	False	0.35088933	-0.6886458	0.28953657	-1.6734934	0.42943132	-0.59847593	0.33042789	-1.2840314	0.37601572	-0.7884346	0.58503217	0.8265391	0.5250617	0.8883685	0.38658693	-0.73147666	0.38395536	-1.3293368	0.1809878	-1.3367642
ATR_171_set19__299	16666.372047446494	22503.389363718812	aCM-RA	False	0.46678156	0.80219215	0.5479944	1.2882646	0.5858316	1.7191423	0.5161404	1.3973967	0.50215244	1.0087742	1.1998235	2.6417334	0.9766521	2.7524846	0.50654054	1.4128202	0.675466	1.7254016	0.59570724	0.1356267
ATR_171_set19__525	16677.382962199597	22695.117773461738	aCM-RA	False	0.4057229	0.016733263	0.45858702	0.2637146	0.5247512	0.81402206	0.4812254	0.89327306	0.43263736	0.018316265	1.1281232	2.4300356	0.96567655	2.7071786	0.45899743	0.5629371	0.5590956	0.50595707	0.48999465	-0.23968789
ATR_171_set19__531	16670.87860472782	22753.216243901312	aCM-RA	False	0.37932125	-0.3228975	0.43878803	0.036831047	0.50538707	0.52707475	0.44291657	0.34014735	0.42427287	-0.10086196	1.1907634	2.614983	0.9908467	2.8110783	0.43251145	0.089472346	0.56187546	0.53508705	0.5472969	-0.03624604
ATR_171_set19__565	16582.510197141615	22632.32655516241	aEndocardial	False	0.51128066	1.3746287	0.61901903	2.102161	0.53517884	0.9685443	0.46004653	0.5874799	0.47971967	0.68914974	0.12352939	-0.53606504	0.2077213	-0.42157832	0.49431536	1.1942822	0.52466744	0.1451844	0.74480647	0.6649782
ATR_171_set19__584	16546.003477700386	22747.597519408835	aCM-RA	False	0.42846033	0.3092278	0.4644329	0.3307045	0.55296123	1.2320528	0.5130301	1.3524884	0.48694956	0.792162	0.87889075	1.6941676	0.79667014	2.0095387	0.45220837	0.44157553	0.5801678	0.726772	0.4010345	-0.5555258
ATR_171_set19__595	16516.30919762657	22625.345537254747	aEndocardial	False	0.3728907	-0.40561992	0.41265893	-0.26259136	0.3751004	-1.4035789	0.26107192	-2.2854342	0.3710347	-0.85940456	0.073671445	-0.6832725	0.14686106	-0.67280275	0.32925025	-1.7564304	0.33756498	-1.8154613	0.8345296	0.98352486
ATR_171_set19__602	16491.439948298197	22738.381790860672	aCM-RA	False	0.25551942	-1.9154845	0.3178585	-1.3489426	0.35891795	-1.6433787	0.3437286	-1.0919877	0.31964928	-1.5915494	0.84745336	1.6013474	0.70045245	1.6123624	0.30191958	-2.2449949	0.45040485	-0.6330129	0.33451876	-0.7916786
ATR_171_set19__604	16485.010049906006	22711.546236540587	aCM-LA	False	0.408997	0.058851458	0.43913597	0.040818237	0.43998882	-0.44202954	0.3528982	-0.95959145	0.41877848	-0.17914653	0.17688614	-0.37852722	0.22543809	-0.34844533	0.3978452	-0.5302232	0.4257338	-0.89154065	0.82383114	0.94554186
ATR_171_set19__623	16580.21398949946	22662.408409599582	aCM-RA	False	0.4144304	0.12874687	0.43859118	0.03457534	0.43435252	-0.52555114	0.39414874	-0.36399177	0.30508968	-1.7989961	0.11054824	-0.5743924	0.14850254	-0.6660269	0.40244067	-0.44807452	0.338719	-1.8033682	0.361641	-0.69538575
ATR_171_set19__640	16751.54025707597	22670.02039803292	aCM-RA	False	0.39054537	-0.17851037	0.5127901	0.8848464	0.513403	0.6458589	0.46558177	0.6674011	0.41253617	-0.26808754	1.1294073	2.433827	0.8917905	2.4021852	0.4418598	0.25658417	0.5306203	0.20756412	0.50932556	-0.17105675
ATR_171_set19__656	16553.05890325091	22761.992682846576	aCM-RA	False	0.28218222	-1.5724943	0.31234345	-1.4121413	0.3644055	-1.5620612	0.31846973	-1.4566903	0.3108278	-1.7172389	0.085314445	-0.64889604	0.17998482	-0.5360715	0.35049665	-1.3766285	0.29861757	-2.2235909	0.12383917	-1.5396607
ATR_171_set19__661	16567.653499214124	22652.83442970023	aCM-RA	False	0.3172978	-1.1207675	0.41093346	-0.28236407	0.45035258	-0.28845415	0.36393645	-0.8002147	0.37507373	-0.8018562	0.97344613	1.9733459	0.74579513	1.799532	0.4049395	-0.40340522	0.55984163	0.5137746	0.36212388	-0.69367135
ATR_171_set19__667	16648.94327832182	22689.691865470366	aCM-RA	False	0.4099388	0.070966944	0.5382568	1.1766787	0.39470807	-1.1130227	0.29288754	-1.8260614	0.4198514	-0.16385955	0.12853296	-0.5212918	0.21364652	-0.39711964	0.41307637	-0.25795013	0.316297	-2.0383284	0.8047135	0.87766784
ATR_171_set19__75	16697.81554808499	22479.184400295362	aCM-RA	False	0.26018643	-1.855448	0.38791192	-0.546176	0.34927776	-1.7862319	0.3192931	-1.4448019	0.32374644	-1.5331726	0.5486211	0.71903414	0.46189654	0.62762946	0.24183236	-3.319117	0.5083775	-0.0255179	0.43170145	-0.44664797
ATR_171_set19__757	16590.672943599795	22766.13502739658	aCM-LA	False	0.3613592	-0.5539612	0.35976526	-0.8687183	0.41540873	-0.80626976	0.37008157	-0.7114878	0.24748746	-2.6197183	0.13895108	-0.49053192	0.15617906	-0.6343391	0.36197895	-1.1713704	0.23645096	-2.8750343	0.30596808	-0.8930429
ATR_172_set19__11	17072.475326492473	22543.993795594517	aCM-RA	False	0.45020837	0.58899456	0.46348003	0.31978527	0.49290946	0.34217528	0.41907328	-0.004116285	0.43959072	0.11738843	0.14056744	-0.48575956	0.23719111	-0.29993013	0.47428897	0.8362895	0.45152193	-0.621307	0.8030533	0.8717737
ATR_172_set19__157	16898.202172294834	22621.353188568617	aCM-RA	False	0.41163263	0.09275618	0.48308924	0.54449403	0.53510964	0.96751887	0.48145682	0.8966144	0.4475657	0.23101678	1.2261086	2.719341	0.99881977	2.8439903	0.45342976	0.46340916	0.6048768	0.985698	0.5299683	-0.09776815
ATR_172_set19__178	16865.488204562862	22597.223080013533	aCM-RA	False	0.45848995	0.695529	0.54785365	1.286652	0.5827657	1.6737105	0.5030911	1.2089831	0.49288672	0.87675524	1.209549	2.6704483	1.0093299	2.8873749	0.50459933	1.3781191	0.65561694	1.5174035	0.6182529	0.21567115
ATR_172_set19__187	16861.92028797369	22696.73666761897	aCM-RA	False	0.43901923	0.44505754	0.50712705	0.81995165	0.5703503	1.4897326	0.5312851	1.6160649	0.472565	0.5872092	1.3201209	2.996916	1.0960643	3.2454052	0.4778244	0.89948887	0.56272	0.54393697	0.6189905	0.2182899
ATR_172_set19__222	16825.90693786634	22641.86159475734	aCM-RA	False	0.33679548	-0.8699491	0.4149632	-0.2361861	0.4371765	-0.483704	0.36671627	-0.76007813	0.3723467	-0.84071124	0.9106078	1.7878134	0.7463286	1.8017341	0.36682117	-1.0848105	0.51323676	0.02540235	0.35605276	-0.7152258
ATR_172_set19__223	16824.167065934584	22648.956059948072	aCM-RA	False	0.4462324	0.5378479	0.46454793	0.33202276	0.43790558	-0.47290006	0.4375863	0.2631858	0.42322692	-0.115764655	0.14342853	-0.47731206	0.2110978	-0.40764046	0.40602168	-0.38406008	0.42424455	-0.9071465	0.83033586	0.96863574
ATR_172_set19__24	17056.509550120674	22590.79375899365	aFibro	False	0.48383558	1.0215751	0.5079953	0.82990134	0.50182736	0.4743252	0.42426223	0.07080475	0.51151633	1.1421918	0.18236682	-0.36234534	0.27489096	-0.14430924	0.48288944	0.990032	0.57116413	0.6324229	0.9738053	1.4779997
ATR_172_set19__310	16984.15168183021	22504.924612704322	aCM-RA	False	0.5436412	1.7909149	0.6022869	1.9104213	0.55335563	1.2378973	0.47644258	0.82421577	0.51204103	1.1496677	0.44002178	0.39839056	0.44340435	0.5512957	0.594904	2.9924102	0.44541186	-0.6853344	1.0674634	1.8105167
ATR_172_set19__354	16780.012802308855	22516.264210558045	aCM-RA	False	0.38667712	-0.22827157	0.4757746	0.46067291	0.51297385	0.6394995	0.44745338	0.40565246	0.43181342	0.0065766154	1.1429429	2.4737914	0.9201682	2.5193253	0.44049895	0.23225729	0.59626293	0.8954331	0.4757728	-0.29018015
ATR_172_set19__372	16781.565674198522	22637.250336831898	aFibro	False	0.38263917	-0.28021574	0.41848037	-0.1958815	0.39948705	-1.0422053	0.3191259	-1.4472164	0.42485118	-0.09262208	0.07096536	-0.6912623	0.19163443	-0.48798314	0.42300346	-0.08049288	0.47643414	-0.3602521	0.78484094	0.80711377
ATR_172_set19__404	16848.348314143564	22536.817551244098	aCM-RA	False	0.3496012	-0.7052161	0.44378877	0.09413627	0.46272612	-0.1050968	0.40001112	-0.27934715	0.40886518	-0.32039216	0.857732	1.6316955	0.70598507	1.6352004	0.39048928	-0.66171813	0.58003336	0.72536355	0.4313152	-0.44801924
ATR_172_set19__473	17039.296752499984	22685.367694368382	aFibro	False	0.44317436	0.49850914	0.4243426	-0.1287041	0.4449149	-0.36903232	0.34683573	-1.0471251	0.4667557	0.5044376	0.084417045	-0.6515457	0.16912611	-0.58089507	0.44022346	0.22733258	0.5058743	-0.051749088	0.84311175	1.0139943
ATR_172_set19__67	17012.15265088044	22529.278016565077	aCM-RA	False	0.43388578	0.37902084	0.51562035	0.91727936	0.5600931	1.3377365	0.4932371	1.0667052	0.47262627	0.58808225	1.2162849	2.6903362	0.9934819	2.821956	0.48333022	0.99791133	0.6302031	1.2510923	0.5560981	-0.004998797
ATR_172_set19__88	16987.46160230576	22533.028617383334	Trabecular vFibro	False	0.50882983	1.3431013	0.62170786	2.132973	0.52587897	0.8307341	0.4565877	0.53753924	0.45751297	0.3727465	0.07250602	-0.68671346	0.16830428	-0.58428746	0.47460592	0.8419553	0.4784944	-0.3386626	0.79856515	0.85583925
ATR_173_set19__154	17162.081857218545	22643.574876232247	aFibro	False	0.46516997	0.78146064	0.47566625	0.4594315	0.46227658	-0.11175829	0.3806532	-0.5588483	0.4972181	0.9384692	0.1458536	-0.470152	0.20354575	-0.43881452	0.39227536	-0.62979	0.5184824	0.08037124	0.7890762	0.82215035
ATR_173_set19__188	17119.358454378635	22446.02291157721	aCM-RA	False	0.43946886	0.45084155	0.47412807	0.4418049	0.47880256	0.1331321	0.43389583	0.20990042	0.42974645	-0.022873782	0.3368995	0.093918145	0.34835458	0.1589406	0.48076338	0.9520263	0.4388821	-0.7537596	0.66744053	0.39030358
ATR_173_set19__199	17111.663881223438	22671.49893434346	aFibro	False	0.4654332	0.784847	0.49447814	0.6750034	0.4458369	-0.35536972	0.3698958	-0.71417034	0.5059133	1.0623595	0.11493596	-0.5614374	0.201462	-0.447416	0.41645628	-0.19753066	0.58334297	0.76004493	0.81654936	0.9196891
ATR_173_set19__220	17081.96419160578	22656.252043588975	aCM-RA	False	0.41895133	0.18690403	0.45407516	0.2120116	0.5376187	1.0046993	0.51818806	1.426962	0.43259346	0.017690789	1.5380822	3.640455	1.2207198	3.7599695	0.4592477	0.5674111	0.5196965	0.09309365	0.54308385	-0.051203705
