cell_id	x	y	celltype	valve	score__Valve_defects	z__Valve_defects	score__Atrioventricular_septal_defect	z__Atrioventricular_septal_defect	score__Atrial_septal_defect	z__Atrial_septal_defect	score__Ventricular_septal_defect	z__Ventricular_septal_defect	score__Malformation_of_the_outflow_tract	z__Malformation_of_the_outflow_tract	score__HypertrophicCardiomyopathy	z__HypertrophicCardiomyopathy	score__DilatedCardiomyopathy	z__DilatedCardiomyopathy	score__PCGC_DeNovoVariants	z__PCGC_DeNovoVariants	score__Single_ventricle_disease	z__Single_ventricle_disease	score__Familial_thoracic_aortic_aneurysm_and_aortic_dissection	z__Familial_thoracic_aortic_aneurysm_and_aortic_dissection
ATR_000_set19__104	15355.114999584557	22250.15187461905	aEndocardial	False	0.36892796	-0.45659682	0.3718275	-0.7304928	0.41979972	-0.74120194	0.38877055	-0.44164523	0.33811826	-1.3284016	0.092463	-0.6277897	0.22618906	-0.34534538	0.43002534	0.045030516	0.22639932	-2.9803658	0.65687674	0.35279864
ATR_000_set19__114	15507.59494703266	22252.842641099607	aCM-RA	False	0.35617417	-0.62066156	0.43965614	0.046779044	0.47374642	0.058207616	0.39728817	-0.3186627	0.4201407	-0.15973727	0.97662073	1.982719	0.7715144	1.9056984	0.40939552	-0.32374927	0.5534108	0.4463862	0.42525864	-0.4695221
ATR_000_set19__157	15379.670173318182	22204.23477394937	aCM-RA	False	0.5055661	1.3011168	0.4563876	0.23851079	0.5178139	0.7112222	0.44249463	0.3340551	0.5322713	1.437911	0.18869226	-0.34366924	0.26221278	-0.19664338	0.477616	0.8957639	0.65294933	1.4894496	0.77866524	0.785188
ATR_000_set19__178	15500.607822716322	22189.16061077763	aFibro	False	0.39160806	-0.16483991	0.41112486	-0.28017086	0.4186247	-0.7586139	0.3028767	-1.6818317	0.4647882	0.4764046	0.034530297	-0.7988382	0.11270413	-0.81379884	0.44022515	0.22736295	0.5435067	0.34260067	0.870765	1.1121725
ATR_000_set19__181	15469.014328995268	22302.686003725616	aCM-RA	False	0.41963205	0.19566074	0.47571847	0.46002984	0.5466921	1.1391532	0.4845791	0.9416956	0.44636437	0.21390009	1.4592568	3.4077199	1.189398	3.6306767	0.447641	0.35992873	0.5707612	0.62820065	0.58333004	0.09168355
ATR_000_set19__184	15409.825925975962	22198.41962156484	aEndocardial	False	0.438837	0.4427132	0.54360247	1.2379361	0.4659651	-0.05710002	0.4172147	-0.030951746	0.41129673	-0.28574732	0.10029481	-0.604666	0.17331018	-0.56362367	0.4322049	0.083992496	0.44188228	-0.72232085	0.66975003	0.39850307
ATR_000_set19__221	15491.308121170085	22309.286792407045	aCM-RA	False	0.44028416	0.4613296	0.4121865	-0.26800507	0.5407903	1.0516981	0.5305307	1.6051723	0.47414792	0.60976285	1.0858214	2.305138	0.90192467	2.444018	0.46215063	0.61930394	0.5558346	0.47178477	0.3267459	-0.81927484
ATR_000_set19__35	15510.078501845304	22185.276983064683	aEndocardial	False	0.4306452	0.33733395	0.47647065	0.46864933	0.46224836	-0.11217651	0.41734734	-0.029036464	0.4091786	-0.31592637	0.057740707	-0.7303086	0.14845735	-0.66621345	0.43749458	0.17855099	0.41616434	-0.991819	0.5712903	0.048938565
ATR_000_set19__69	15461.453221059055	22210.413876967672	aCM-RA	False	0.42208835	0.2272587	0.47577953	0.4607296	0.53820205	1.0133437	0.48450896	0.94068307	0.4517848	0.29113072	1.2914532	2.9122736	1.0920099	3.228669	0.44728556	0.35357517	0.57041776	0.6246017	0.5929154	0.12571481
ATR_000_set19__99	15379.748363118533	22276.455274899738	aFibro	False	0.4389953	0.44474968	0.49196434	0.6461969	0.45162317	-0.26962584	0.32707787	-1.332401	0.47814697	0.6667417	0.044608966	-0.7690806	0.118999004	-0.7878143	0.39358252	-0.6064232	0.4546519	-0.5885082	0.9735399	1.4770573
ATR_003_set19__169	15229.957591215029	21472.957042919716	aFibro	False	0.3718671	-0.41878778	0.37913272	-0.6467799	0.40774554	-0.9198268	0.2969106	-1.7679738	0.4448574	0.19242842	0.07070666	-0.6920261	0.17273709	-0.5659893	0.40558684	-0.3918334	0.4809152	-0.31329522	0.81429017	0.91166824
ATR_003_set19__210	15389.512520110977	21283.946757882866	aCM-RA	False	0.4267289	0.28695473	0.49910623	0.7280383	0.5388313	1.0226682	0.46737698	0.6933212	0.4580019	0.3797129	1.1610906	2.527373	0.9753337	2.7470422	0.46116677	0.60171634	0.5958751	0.89136887	0.61239076	0.1948587
ATR_003_set19__222	15311.39618406628	21401.07079167194	aCM-RA	False	0.39499164	-0.121313564	0.5142654	0.90175277	0.52244127	0.77979255	0.4349497	0.22511683	0.44446766	0.18687558	1.0627903	2.2371378	0.8586587	2.2654204	0.4422231	0.26307836	0.60748345	1.0130129	0.4881879	-0.24610241
ATR_003_set19__261	15445.222971943225	21329.375994291957	aEndocardial	False	0.49996424	1.2290542	0.579787	1.6525875	0.5392769	1.0292714	0.4832754	0.92287236	0.45093045	0.27895796	0.20764343	-0.28771517	0.26911244	-0.16816235	0.4869288	1.0622396	0.47599533	-0.36485037	0.64983827	0.32780972
ATR_003_set19__323	15253.280620081072	21268.24260010583	aCM-RA	False	0.4029549	-0.01887404	0.49107137	0.6359641	0.513731	0.6507194	0.4533158	0.49029753	0.4429778	0.16564766	1.0579644	2.2228894	0.86624134	2.296721	0.4574805	0.53582025	0.6111612	1.0515517	0.5114129	-0.16364595
ATR_003_set19__324	15509.249496382374	21249.91118086665	aCM-RA	False	0.33697557	-0.8676323	0.3347229	-1.1556873	0.3791342	-1.343804	0.37884572	-0.5849458	0.24236636	-2.6926844	0.18986246	-0.34021416	0.13487549	-0.7222779	0.37020025	-1.024406	0.20876576	-3.1651478	0.2998396	-0.9148011
ATR_003_set19__342	15512.262154189595	21410.193405584665	aCM-RA	False	0.45601472	0.6636876	0.5344881	1.1334913	0.5746544	1.5535132	0.49868208	1.145323	0.50017565	0.9806087	1.0768062	2.2785203	0.9014582	2.4420922	0.50524944	1.3897405	0.65652716	1.5269417	0.5777322	0.0718094
ATR_003_set19__363	15426.322004672396	21267.926701830067	aCM-RA	False	0.42355147	0.2460802	0.50699884	0.81848246	0.55105156	1.2037543	0.4809999	0.890017	0.46217027	0.43910414	1.1643142	2.5368907	0.92422664	2.536078	0.47819343	0.90608585	0.63293135	1.2796813	0.497278	-0.21382956
ATR_003_set19__379	15393.626162904711	21422.467581757628	aCM-RA	False	0.4319111	0.35361865	0.52354765	1.008121	0.5573279	1.2967607	0.48744404	0.98306155	0.47403303	0.60812587	1.132841	2.4439652	0.94058216	2.6035917	0.48897713	1.0988559	0.6473261	1.4305239	0.5324258	-0.089043215
ATR_003_set19__401	15332.669298124276	21504.021733599962	aCM-RA	False	0.30033356	-1.3389953	0.3557449	-0.9147891	0.3970679	-1.0780534	0.34938133	-1.0103704	0.37132457	-0.8552747	0.8281765	1.5444318	0.6375224	1.3525939	0.30749914	-2.1452541	0.5008746	-0.10414089	0.43869504	-0.4218184
ATR_003_set19__405	15324.189170347097	21265.286426617717	aCM-RA	False	0.47622907	0.923725	0.55109876	1.3238388	0.60089517	1.9423621	0.52212423	1.4837948	0.50965536	1.1156764	1.2417216	2.7654393	1.0412875	3.0192926	0.5205598	1.663429	0.66262895	1.5908823	0.6388788	0.28890008
ATR_003_set19__426	15273.552220304247	21421.649769094016	aCM-RA	False	0.35019225	-0.697613	0.40825385	-0.3130707	0.46140757	-0.12463566	0.4083546	-0.1588789	0.38596672	-0.6466518	1.0429792	2.178645	0.840295	2.1896174	0.38851315	-0.6970436	0.51352507	0.028423524	0.4488695	-0.38569576
ATR_003_set19__439	15242.222610018587	21466.79249780392	aCM-RA	False	0.46147248	0.7338962	0.4769231	0.47383422	0.5098617	0.59338224	0.4664516	0.6799599	0.4660051	0.49374297	0.72150385	1.2294769	0.61518633	1.2603931	0.44547844	0.32127094	0.5510898	0.4220644	0.63773906	0.28485355
ATR_003_set19__551	15283.578189113512	21335.365568501278	aCM-LA	False	0.35736337	-0.60536367	0.5032725	0.7757808	0.4287139	-0.6091072	0.32500088	-1.3623897	0.31716236	-1.6269833	0.10872916	-0.5797633	0.1242613	-0.7660922	0.4221657	-0.09546895	0.19164431	-3.3445632	0.2094501	-1.2357136
ATR_003_set19__68	15365.05070723212	21306.154598466943	aEndocardial	False	0.4957134	1.1743716	0.5552132	1.3709878	0.5275035	0.8548071	0.47819155	0.8494686	0.46817634	0.5246791	0.14215961	-0.4810586	0.20708987	-0.42418477	0.4717012	0.7900305	0.5513038	0.4243067	0.6358565	0.27816987
ATR_003_set19__72	15355.924321133627	21354.280918013003	aCM-RA	False	0.4443567	0.51371884	0.5096799	0.84920585	0.5714411	1.505897	0.5047745	1.2332891	0.47665867	0.6455363	1.3055229	2.953815	1.0613621	3.1021583	0.5138474	1.5434383	0.6381938	1.3348264	0.52786285	-0.10524328
ATR_005_set19__49	14897.582251657539	21001.897967647277	aCM-RA	False	0.33613187	-0.87848574	0.443895	0.095353775	0.45993158	-0.14650762	0.39865384	-0.29894447	0.34065822	-1.2922119	0.88726234	1.7188851	0.72413075	1.7101039	0.4341232	0.11828388	0.54671645	0.37623584	0.40105665	-0.55544716
ATR_006_set19__20	14873.434416359976	20755.140108965115	aCM-RA	False	0.43428782	0.3841926	0.50252336	0.7671964	0.5565451	1.2851601	0.49976462	1.1609534	0.45925212	0.397526	1.313181	2.976426	1.0943791	3.2384486	0.4691316	0.74409586	0.5765962	0.68934554	0.59243053	0.123993315
ATR_006_set19__219	14805.864419576736	20904.69680467549	aCM-LA	False	0.41919604	0.19005194	0.41975498	-0.18127523	0.53294235	0.9354029	0.4678689	0.70042384	0.4497696	0.2624179	1.1528329	2.502992	1.0080596	2.8821313	0.45168966	0.43230307	0.5601095	0.5165815	0.43682078	-0.42847267
ATR_006_set19__227	14785.37765113651	20810.86143412331	aCM-RA	False	0.34111565	-0.8143743	0.35895848	-0.8779635	0.4696268	-0.0028387713	0.46677384	0.68461275	0.42340362	-0.113247044	1.2842911	2.8911273	1.0079306	2.881599	0.45742238	0.5347814	0.47639376	-0.36067528	0.5431645	-0.050917387
ATR_006_set19__23	14870.471578049415	20902.82368962617	aCM-RA	False	0.36581367	-0.49665895	0.4626675	0.3104742	0.4895135	0.291852	0.408942	-0.1503976	0.42365825	-0.10961903	0.96963584	1.9620959	0.7711056	1.9040109	0.42817718	0.011992687	0.55611557	0.47472912	0.48665202	-0.25155532
ATR_006_set19__246	14797.414362211226	20888.792374046578	aCM-RA	False	0.32548395	-1.0154606	0.42114833	-0.16530837	0.46002695	-0.14509442	0.40482134	-0.2098944	0.36647353	-0.9243928	1.0238059	2.1220348	0.8386259	2.1827273	0.3625832	-1.1605688	0.50554127	-0.055238713	0.43989953	-0.41754207
ATR_006_set19__265	14799.814210108889	20652.496709494848	aCM-RA	False	0.4309808	0.34165114	0.36959225	-0.75610745	0.4285721	-0.61120844	0.3936503	-0.37118858	0.45302802	0.30884445	0.24348259	-0.18189873	0.2169259	-0.3835827	0.41426486	-0.23670468	0.5374277	0.2788993	1.0371395	1.702857
ATR_006_set19__267	14791.682296017218	20757.40909431407	aCM-RA	False	0.55212677	1.9000732	0.55563515	1.3758229	0.55460894	1.2564694	0.45196682	0.47082025	0.57364994	2.0274777	0.1935166	-0.3294252	0.30406803	-0.02386947	0.5068203	1.4178216	0.5778811	0.70281	0.95058346	1.3955544
ATR_006_set19__274	14735.79134931433	20701.752125479816	aCM-RA	False	0.3431321	-0.7884347	0.48109764	0.5216716	0.47928616	0.14029837	0.40903845	-0.14900514	0.40537968	-0.37005395	0.94224954	1.8812368	0.78389394	1.9567997	0.38611245	-0.7399586	0.5509057	0.420135	0.41072422	-0.52112406
ATR_006_set19__290	14825.546390030751	20795.168903601625	aCM-RA	False	0.43463495	0.38865817	0.49949077	0.7324449	0.55885047	1.3193225	0.49592373	1.1054963	0.4575409	0.37314436	1.4720656	3.4455383	1.2117821	3.7230756	0.48097056	0.95572996	0.5790145	0.7146867	0.6246413	0.23835216
ATR_006_set19__313	14869.689952153876	20809.610919826628	aCM-RA	False	0.40370506	-0.009224054	0.5113223	0.86802673	0.44478837	-0.37090746	0.4100377	-0.13457748	0.41186243	-0.27768704	0.13054049	-0.51536447	0.18173708	-0.52883834	0.38015214	-0.84650546	0.35975626	-1.582919	0.57992196	0.07958376
ATR_006_set19__338	14798.218123628281	20672.42188366999	aCM-RA	False	0.33880046	-0.844157	0.4384221	0.032637924	0.45453203	-0.22652096	0.39963314	-0.28480467	0.37722725	-0.7711727	0.9455792	1.8910676	0.71755415	1.6829563	0.38405263	-0.77677995	0.5481984	0.39176518	0.45053148	-0.37979513
ATR_006_set19__391	14862.166928748298	20826.892592865694	aCM-RA	False	0.29684287	-1.3838995	0.40286934	-0.37477365	0.38703033	-1.2267952	0.34132692	-1.1266646	0.35351497	-1.1090276	0.81915367	1.5177916	0.67506564	1.5075684	0.35383642	-1.3169266	0.48144504	-0.30774286	0.4728831	-0.3004395
ATR_006_set19__60	14824.30826292193	20826.28657965622	aCM-RA	False	0.43726605	0.42250463	0.46248615	0.30839607	0.5618358	1.363561	0.50409347	1.2234559	0.44249028	0.15870161	1.5577431	3.6985044	1.2414225	3.8454282	0.47980505	0.9348953	0.5465955	0.37496853	0.62796974	0.25016925
ATR_006_set19__9	14897.275552668654	20738.184937308244	aEndocardial	False	0.47167727	0.86517066	0.5659585	1.4941218	0.49999893	0.44723058	0.40837696	-0.15855616	0.42503437	-0.0900119	0.07044693	-0.69279295	0.16686971	-0.5902092	0.45082688	0.41688	0.44014293	-0.74054754	0.71595573	0.5625486
ATR_007_set19__130	14746.670252665177	20433.76547919431	aCM-RA	False	0.36272573	-0.5363822	0.38957232	-0.52714884	0.4733292	0.052024856	0.41534677	-0.05792189	0.38202128	-0.70286685	0.9535316	1.9145476	0.7945028	2.000592	0.41962424	-0.14090009	0.4637245	-0.49343643	0.41723847	-0.4979963
ATR_007_set19__139	14724.276011373027	20429.296258343857	aCM-RA	False	0.34700888	-0.73856384	0.33024022	-1.207056	0.40067962	-1.0245332	0.34450695	-1.0807495	0.2567493	-2.4877546	0.11373372	-0.5649871	0.11004828	-0.8247619	0.3776548	-0.89114815	0.19336341	-3.3265486	0.2724193	-1.0121522
ATR_007_set19__282	14768.097451928652	20469.726929407705	aCM-RA	False	0.37774336	-0.34319538	0.39022902	-0.5196236	0.4527151	-0.25344512	0.3920733	-0.3939581	0.35714537	-1.0573013	0.49033585	0.54694474	0.42353463	0.46927568	0.39236414	-0.628203	0.31170055	-2.0864944	0.34236225	-0.7638316
ATR_007_set19__286	14717.73435296706	20604.000696261748	aCM-RA	False	0.32307893	-1.0463988	0.40234146	-0.3808229	0.44245043	-0.40555212	0.37269527	-0.67374974	0.36437234	-0.9543307	1.1613384	2.528105	0.8977099	2.4266198	0.38131896	-0.82564735	0.49670517	-0.14783205	0.3839153	-0.6163046
ATR_007_set19__316	14751.162626822863	20544.259911636942	aCM-RA	False	0.3198943	-1.0873657	0.42811066	-0.085524626	0.42532495	-0.65932626	0.3629458	-0.81451845	0.3793051	-0.7415673	0.81801605	1.5144328	0.6556245	1.4273175	0.35487404	-1.298378	0.52999634	0.20102584	0.32369348	-0.8301119
ATR_007_set19__320	14857.808082784875	20455.872634705425	vEndocardial	False	0.33568493	-0.88423526	0.35690644	-0.9014785	0.37649676	-1.382887	0.3335186	-1.2394059	0.37595567	-0.78929025	0.09897704	-0.6085568	0.19321501	-0.4814587	0.29978648	-2.283126	0.43904907	-0.7520101	0.7011865	0.5101128
ATR_007_set19__380	14751.86062215883	20490.935015937863	aCM-RA	False	0.3649153	-0.5082155	0.4672497	0.36298317	0.47604218	0.092227384	0.40523314	-0.20394847	0.4079862	-0.3329161	0.86025995	1.6391594	0.71810925	1.6852478	0.3923448	-0.62854874	0.5649991	0.56781965	0.42666546	-0.46452743
ATR_007_set19__42	14785.456283380488	20422.642958761666	aCM-RA	False	0.37262183	-0.40907875	0.48807198	0.601593	0.49750546	0.41028106	0.43764898	0.26409072	0.4306547	-0.0099328635	1.0021644	2.0581374	0.79739547	2.0125327	0.4486598	0.37814125	0.5635766	0.552913	0.40414762	-0.5444732
ATR_007_set19__80	14727.945752720354	20478.681511153223	aCM-RA	False	0.3925189	-0.15312275	0.4756547	0.459299	0.49298704	0.3433248	0.43547842	0.23275085	0.44589344	0.20719014	0.930626	1.8469177	0.7734149	1.9135435	0.45977256	0.5767933	0.5893684	0.8231854	0.38720655	-0.60461956
ATR_007_set19__87	14714.71823041917	20639.00747738966	aCM-RA	False	0.30531862	-1.2748674	0.41512582	-0.23432244	0.4268875	-0.63617134	0.38523874	-0.49263966	0.3819395	-0.704032	0.9727249	1.9712164	0.77918714	1.9373707	0.35212934	-1.3474425	0.5164493	0.05906624	0.32638735	-0.8205478
ATR_007_set19__95	14698.965816447399	20482.446520246605	aFibro	False	0.4532567	0.62820834	0.4460519	0.12007025	0.44782937	-0.32584438	0.3433999	-1.0967336	0.48258898	0.7300319	0.09769334	-0.61234695	0.22306228	-0.3582524	0.42318335	-0.07727721	0.47840518	-0.3395976	0.9148426	1.2686626
ATR_013_set19__104	15105.266703402358	19680.503979649326	vCM-RV-Hybrid	False	0.34863672	-0.71762335	0.3102171	-1.4365078	0.45651296	-0.19716653	0.4642612	0.64833385	0.39116585	-0.572574	1.2939062	2.919516	1.0274854	2.9623187	0.39105436	-0.6516167	0.40679732	-1.089976	0.251693	-1.0857373
ATR_013_set19__168	15061.847333680462	19611.571902340467	Proliferating vFibro	False	0.32336083	-1.0427724	0.38398215	-0.5912085	0.36666915	-1.5285176	0.30542573	-1.6450274	0.2713898	-2.2791553	0.13800548	-0.49332383	0.14242393	-0.6911188	0.38756162	-0.71405315	0.25198215	-2.7122834	0.29709324	-0.92455155
ATR_013_set19__24	15173.78209569252	19441.332341926547	vCM-LV-Compact I	False	0.3351871	-0.8906392	0.35924965	-0.8746269	0.42486	-0.6662161	0.42710125	0.11179635	0.34946787	-1.1666911	0.6268628	0.9500457	0.55155337	0.9977231	0.40299883	-0.4380967	0.39801085	-1.1820494	0.19592968	-1.2837156
ATR_013_set19__290	14951.29778020406	19541.65202114152	Proliferating vFibro	False	0.43490905	0.39218408	0.4267081	-0.10159701	0.4554827	-0.21243353	0.39936242	-0.28871357	0.48357317	0.7440548	0.2742215	-0.091140926	0.29823694	-0.047939587	0.4224649	-0.09012017	0.51334375	0.0265235	0.718299	0.57086784
ATR_013_set19__327	14920.983756285546	19569.376674662835	vCM-LV-Compact I	False	0.3614963	-0.55219764	0.3425954	-1.0654738	0.47267047	0.042263597	0.47953206	0.86882365	0.4235628	-0.11097911	1.261635	2.824234	0.9985584	2.8429112	0.39720252	-0.54171187	0.5244145	0.1425336	0.25601476	-1.0703937
ATR_013_set19__360	14894.50670095058	19428.166966763194	Epicardial	False	0.41155553	0.09176439	0.38940653	-0.5290487	0.43131015	-0.57063454	0.35583115	-0.917244	0.4475234	0.23041381	0.100537874	-0.60394835	0.18931462	-0.49755907	0.42972234	0.039614066	0.5153361	0.04740127	0.87915826	1.1419713
ATR_013_set19__436	15109.657110401213	19410.419622255773	vCM-RV-Hybrid	False	0.2521808	-1.9584323	0.17970605	-2.9320793	0.33989188	-1.9253167	0.36556554	-0.77669305	0.28355235	-2.1058621	0.94492155	1.889126	0.7579885	1.849865	0.31628826	-1.9881394	0.2798849	-2.4198904	0.12649864	-1.5302187
ATR_013_set19__442	15115.885124954584	19478.927114088212	Trabecular vFibro	False	0.3868582	-0.22594218	0.48092204	0.5196594	0.4183524	-0.76264906	0.33628333	-1.1994871	0.4374834	0.08736309	0.12521899	-0.53107643	0.23483153	-0.30967024	0.41780978	-0.17333539	0.45139655	-0.6226208	0.8033529	0.8728373
ATR_013_set19__491	15017.345752913725	19549.376396584918	vCM-LV-Compact II	False	0.3124626	-1.1829673	0.30791458	-1.4628932	0.4331701	-0.54307264	0.43392518	0.21032427	0.35528967	-1.0837415	1.3456511	3.072295	1.0498148	3.0544922	0.34074557	-1.5509393	0.37784508	-1.3933663	0.22777091	-1.1706686
ATR_013_set19__496	15020.338515112728	19699.836808835462	vCM-RV-Hybrid	False	0.32893082	-0.97112	0.27857375	-1.7991201	0.41375482	-0.83077824	0.4529727	0.48534384	0.3653092	-0.9409821	1.0850458	2.302848	0.8452689	2.210149	0.30774176	-2.140917	0.42566356	-0.89227676	0.23417854	-1.1479195
ATR_013_set19__523	14944.983494298072	19525.07919398134	vCM-RV-Proliferating	False	0.38026634	-0.31073985	0.3735514	-0.7107382	0.47515982	0.07915217	0.45325008	0.48934868	0.4033075	-0.39957863	0.8929005	1.7355319	0.7043329	1.6283804	0.43100736	0.06258509	0.4806275	-0.31630984	0.2581114	-1.06295
ATR_013_set19__534	14914.199689422907	19627.140747817517	vCM-LV-Compact I	False	0.37048706	-0.43654045	0.35058194	-0.9739531	0.46350223	-0.09359598	0.46855327	0.71030533	0.39604348	-0.5030771	1.1938195	2.6240065	0.9869907	2.795161	0.45945042	0.57103485	0.57376766	0.65970534	0.24370135	-1.1141105
ATR_013_set19__535	14910.761715646726	19636.44258248292	vCM-LV-Compact II	False	0.3608158	-0.5609517	0.3670257	-0.7855184	0.4852911	0.22928245	0.47501582	0.8036154	0.43001017	-0.01911626	1.0860311	2.305757	0.879423	2.3511333	0.4231308	-0.07821645	0.47516212	-0.37358162	0.2792714	-0.987825
ATR_013_set19__550	14881.829023502341	19618.579822012187	vCM-LV-Compact I	False	0.34735885	-0.73406184	0.36073074	-0.8576546	0.4626745	-0.1058617	0.45688623	0.5418496	0.38252398	-0.6957043	1.4767716	3.459433	1.1227455	3.3555422	0.3934763	-0.6083219	0.50190616	-0.093330994	0.3880896	-0.6014844
ATR_013_set19__597	14958.190169441483	19456.548219967815	Pericyte	False	0.4875017	1.0687363	0.4780622	0.4868876	0.51186335	0.6230436	0.3999106	-0.28079855	0.5237321	1.3162436	0.17289636	-0.39030722	0.26853132	-0.17056113	0.46062753	0.59207684	0.5692995	0.6128837	0.82171565	0.9380312
ATR_013_set19__605	15162.554868353232	19507.583409236966	vCM-RV-AV	False	0.3629809	-0.5330997	0.3068632	-1.4749416	0.4708248	0.014913706	0.45884266	0.57009774	0.39463758	-0.5231084	1.252844	2.7982783	0.9921563	2.8164842	0.39397755	-0.5993616	0.45858505	-0.5472926	0.27923056	-0.98796993
ATR_013_set19__622	15134.316104105916	19453.44033525321	Pericyte	False	0.36006248	-0.5706423	0.3668878	-0.7870986	0.44210482	-0.41067365	0.38742155	-0.46112293	0.38528025	-0.6564327	0.13154171	-0.5124084	0.19605981	-0.46971568	0.48339498	0.99906904	0.3728516	-1.4456929	0.11266638	-1.5793278
ATR_013_set19__653	14937.073212808096	19555.339859596526	vCM-LV-Compact I	False	0.38074026	-0.30464336	0.4266424	-0.10235005	0.5012991	0.46649694	0.48022488	0.8788269	0.44299826	0.16593938	1.418474	3.287307	1.093727	3.2357569	0.42371693	-0.06773889	0.56445867	0.56215644	0.47568506	-0.29049164
ATR_013_set19__656	14891.59156058375	19492.301115510392	Compact vFibro	False	0.42444667	0.2575961	0.3941866	-0.47427237	0.43506435	-0.5150029	0.37841934	-0.5911022	0.43963155	0.11797016	0.2496749	-0.1636157	0.26359978	-0.190918	0.43063116	0.055860214	0.4371266	-0.7721555	0.71889657	0.57298946
ATR_013_set19__674	15074.198572212066	19582.919189762528	vCM-RV-AV	False	0.27701235	-1.6389995	0.364611	-0.8131893	0.3541027	-1.7147335	0.47317365	0.77701706	0.31511906	-1.6560965	0.76115847	1.3465586	0.606823	1.2258703	0.3127823	-2.0508125	0.41449738	-1.0092871	0.15163921	-1.4409614
ATR_014_set19__117	15078.011814914866	19259.452882930695	vCM-RV-Hybrid	False	0.3584853	-0.590931	0.38160834	-0.6184109	0.48376834	0.20671757	0.47045755	0.7378005	0.4148504	-0.23511401	1.4275162	3.3140047	1.1181226	3.3364594	0.41067147	-0.30094022	0.5339845	0.24281761	0.38510257	-0.6120894
ATR_014_set19__2	15179.165835446338	19329.87828440484	vCM-RV-Hybrid	False	0.38504073	-0.24932204	0.40245533	-0.37951797	0.48101088	0.16585614	0.50002164	1.1646643	0.4343436	0.04262698	0.8579962	1.6324757	0.70560896	1.6336479	0.40233275	-0.45000362	0.52406	0.13881913	0.4017842	-0.552864
ATR_014_set19__212	14963.4842645948	19286.791360047264	vCM-LV-Compact I	False	0.34719345	-0.73618954	0.40112114	-0.39480692	0.46483576	-0.07383499	0.43853685	0.27691033	0.40367144	-0.39439312	1.3480226	3.0792968	1.0264047	2.957858	0.3904774	-0.66193074	0.5416114	0.32273975	0.46459135	-0.32987797
ATR_014_set19__265	15142.411245596077	19199.199136587562	vCM-RV-Hybrid	False	0.26367697	-1.8105458	0.21626203	-2.513172	0.34878013	-1.7936062	0.3966544	-0.32781354	0.2927308	-1.9750866	1.2164115	2.69071	0.9920794	2.8161666	0.32500502	-1.8323182	0.306972	-2.136045	0.20076963	-1.2665322
ATR_014_set19__290	15092.277593873918	19186.952380119503	vCM-LV-Compact II	False	0.3699563	-0.44336802	0.37745148	-0.6660458	0.48751	0.26216325	0.48757878	0.9850069	0.42162034	-0.13865542	1.443776	3.3620124	1.1122845	3.3123605	0.4186675	-0.1580029	0.5230267	0.12799111	0.32359552	-0.8304597
ATR_014_set19__311	15014.056435107284	19296.314766077372	BEC	False	0.27714375	-1.6373091	0.41526806	-0.23269239	0.37101382	-1.464136	0.29564655	-1.7862251	0.30213755	-1.8410583	0.10682038	-0.58539903	0.12825383	-0.7496114	0.42941636	0.034144346	0.19767942	-3.2813215	0.37974882	-0.63109696
ATR_014_set19__328	14978.368261819454	19216.20867465953	Epicardial	False	0.4217997	0.2235453	0.35452515	-0.9287666	0.41663837	-0.78804827	0.344518	-1.0805899	0.45276162	0.3050487	0.12613358	-0.5283761	0.19280775	-0.4831398	0.4483931	0.3733737	0.47417775	-0.38389683	0.9205358	1.2888753
ATR_014_set19__343	14934.182739533475	19307.646584855833	Epicardial	False	0.42606604	0.27842766	0.43994567	0.050096862	0.45475855	-0.22316416	0.36370462	-0.80356205	0.49255627	0.87204695	0.06441319	-0.7106078	0.2044938	-0.43490106	0.4376737	0.1817528	0.46167117	-0.51495314	0.73890334	0.64402014
ATR_014_set19__406	14920.79641650136	19314.02219141051	Compact vFibro	False	0.37439346	-0.38628852	0.35973054	-0.8691162	0.38046473	-1.3240876	0.29769343	-1.756671	0.3946702	-0.5226439	0.11151387	-0.5715413	0.18302652	-0.52351564	0.4107228	-0.30002284	0.43099642	-0.8363938	0.89766926	1.2076916
ATR_014_set19__488	14973.527914511755	19328.74251861466	vCM-RV-Hybrid	False	0.3410649	-0.81502724	0.38939676	-0.5291607	0.44653875	-0.34496945	0.428204	0.12771845	0.38964877	-0.59418964	1.3612902	3.11847	1.0326498	2.9836369	0.38682595	-0.727204	0.61585283	1.1007156	0.46727479	-0.3203509
ATR_014_set19__502	15099.166359719227	19267.327405710508	Trabecular vFibro	False	0.46179855	0.73809075	0.43486446	-0.008130452	0.48676002	0.25104976	0.40099972	-0.26507312	0.48231998	0.7261992	0.25110194	-0.15940231	0.2763986	-0.13808587	0.47665524	0.87858915	0.5859	0.78684014	0.8952338	1.199045
ATR_014_set19__521	15002.581896510423	19328.053133562087	vCM-RV-Hybrid	False	0.3187995	-1.1014495	0.37564692	-0.6867249	0.43321273	-0.5424411	0.4171032	-0.03256151	0.3796577	-0.73654354	1.3061762	2.9557438	1.0255239	2.954222	0.37776324	-0.8892095	0.50844055	-0.024857076	0.40821823	-0.53002113
