	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
ATR_003_set19__210	0.2157	0.3189	0.3626	0.3903	0.5373	0.0952	0.0779	0.2948	0.1745	0.0895
ATR_003_set19__222	0.1384	0.3212	0.1871	-0.0591	0.3828	0.0301	0.0783	0.2622	0.0271	0.0098
ATR_003_set19__261	0.4925	0.6124	-0.4223	0.0684	-0.8772	0.3899	0.4662	0.1882	0.5671	0.5318
ATR_003_set19__323	0.0625	0.1736	0.1770	0.0053	0.3507	0.0030	0.0955	0.2613	0.0262	0.0233
ATR_003_set19__324	-0.1093	-0.3236	-0.8829	-0.0164	-0.8381	-0.3686	-0.0944	-0.5609	0.0168	0.1281
ATR_003_set19__342	0.3162	0.3938	0.2802	0.1517	0.4601	0.2285	0.2369	0.4343	0.2480	0.2470
ATR_003_set19__363	0.2139	0.3128	0.2431	0.0328	0.4929	0.1098	0.1611	0.3481	0.1538	0.1274
ATR_003_set19__379	0.2372	0.3431	0.3272	0.1223	0.4989	0.1356	0.2022	0.3945	0.1541	0.1873
ATR_003_set19__401	-0.4118	-0.3349	-0.2274	-0.3201	-0.0254	-0.3056	-0.4474	-0.2067	-0.4814	-0.4245
ATR_003_set19__405	0.4547	0.4910	0.5335	0.4764	0.6849	0.2855	0.3241	0.5029	0.3632	0.3034
ATR_003_set19__426	-0.0894	-0.0928	0.0795	-0.1018	0.2773	-0.1156	-0.1024	-0.0080	-0.1570	-0.1457
ATR_003_set19__439	0.1430	0.2059	-0.1476	0.2916	-0.1812	0.1334	0.0451	0.2345	0.2475	0.2403
ATR_003_set19__551	0.0622	0.8471	-0.8623	-0.4445	-0.9822	-0.1673	0.1943	-0.6549	-0.1018	0.0689
ATR_003_set19__68	0.4074	0.5075	-0.5438	0.1513	-0.9096	0.4178	0.2595	0.7579	0.5201	0.5624
ATR_003_set19__72	0.2903	0.2714	0.5423	0.0645	0.7648	0.1540	0.2843	0.4096	0.2429	0.2302
ATR_003_set1__123	0.2942	0.4550	0.6956	0.3111	0.7963	0.2571	0.1436	0.2425	0.1347	0.0542
ATR_003_set1__183	0.1942	0.1074	0.6509	0.2251	0.8041	0.1655	0.0544	0.3187	0.1894	0.1589
ATR_003_set1__210	0.3842	0.4623	0.5566	0.5878	0.5627	0.3398	0.1610	0.4428	0.3189	0.1372
ATR_003_set1__221	0.3264	0.2075	0.7899	0.2313	0.9075	0.1838	0.1792	0.2579	0.2461	0.2040
ATR_003_set1__254	0.0892	-0.1486	0.6740	0.0414	0.4743	0.0412	0.0104	0.1778	0.0589	0.3146
ATR_003_set1__333	0.4710	0.7803	-0.5131	0.0028	-0.8856	0.2763	0.4657	0.4890	0.4824	0.3272
ATR_003_set1__334	0.3935	0.6428	-0.5645	0.1951	-0.8568	0.3416	0.3424	0.3107	0.4755	0.5362
ATR_003_set1__393	0.1799	0.0965	0.5689	0.4188	0.5482	0.1917	0.0460	0.1374	0.0918	0.2696
ATR_003_set1__432	0.2874	0.0261	1.1480	0.2894	1.1378	0.0933	0.0761	0.2477	0.1699	0.0890
ATR_003_set1__456	0.3627	0.1533	0.7845	0.5567	0.7176	0.1902	0.1217	0.2832	0.2894	0.1875
ATR_003_set1__470	0.4857	0.5630	-0.5476	0.3299	-0.9059	0.2551	0.2551	0.6823	0.5136	0.3239
ATR_003_set1__478	0.4887	0.7279	-0.5025	0.1158	-0.8666	0.3804	0.4614	0.3042	0.5330	0.5802
ATR_003_set1__505	0.1715	0.1064	0.5563	0.2420	0.7191	0.0401	0.0990	0.1750	0.1190	0.0909
ATR_003_set1__513	0.3629	0.4618	0.7891	0.4006	0.9195	0.2927	0.2630	0.4643	0.3312	0.3899
ATR_003_set1__67	0.3357	0.3574	0.6351	0.0708	0.6925	0.2102	0.0540	0.4848	0.2212	0.2137
ATR_003_set1__69	-0.1059	0.1896	-0.0884	-0.3118	0.1965	-0.1304	-0.0859	0.2965	-0.1810	-0.1212
ATR_003_set1__73	0.6054	0.8538	-0.4714	0.4146	-0.8127	0.7183	0.4903	1.0950	0.6759	0.3868
ATR_003_set1__817	0.2047	0.2017	0.4486	0.0096	0.6487	0.0982	0.0744	0.2743	0.0998	0.1976
ATR_003_set1__828	-0.0709	-0.4327	0.5623	-0.3777	0.6551	-0.1401	-0.2541	-0.2559	-0.1537	0.1659
ATR_003_set1__888	0.1977	0.2183	0.5465	-0.0290	0.8745	0.0771	0.0882	0.2269	0.0851	0.1270
ATR_003_set2__113	0.3217	0.3823	0.3738	0.3110	0.5567	0.1850	0.2322	0.4770	0.2543	0.2513
ATR_003_set2__114	-0.2408	-0.1367	-0.5299	-0.4745	-1.1322	-0.2822	-0.1376	-0.0819	-0.4738	-0.3954
ATR_003_set2__169	-0.3516	-0.7831	-0.0911	-0.5132	0.0551	-0.4781	-0.3887	-0.8276	-0.3697	-0.4697
ATR_003_set2__176	0.2318	0.1424	-0.7521	-0.0782	-0.9222	-0.1330	0.1546	0.3999	0.3012	0.3037
ATR_003_set2__19	-0.0899	0.0866	-0.7998	-0.0140	-1.0101	0.0707	-0.0697	-0.0484	-0.0176	-0.1234
ATR_003_set2__304	-0.0706	-0.0867	0.3883	-0.0271	0.6709	-0.1735	-0.1009	0.0349	-0.1492	-0.0783
ATR_003_set2__510	-0.3779	-0.1009	-0.1832	-0.2727	-0.0298	-0.2802	-0.3492	0.0256	-0.3859	-0.3017
ATR_003_set4__1	-0.3377	-0.0133	-0.8708	0.0795	-1.1061	-0.1797	-0.2263	-0.3833	-0.1948	-0.2540
ATR_003_set4__80	0.0638	-0.0099	-0.5244	0.7544	-0.5762	0.0441	0.1984	0.0700	0.2755	0.0459
ATR_003_set5__205	0.1685	0.0609	0.2884	-0.1967	0.2360	-0.0325	0.2024	0.0075	0.0346	0.0843
ATR_003_set5__314	-0.1702	-0.5813	-0.9398	-0.1572	-1.0757	-0.4316	-0.1679	-0.5619	-0.1601	-0.1235
ATR_003_set5__33	-0.2924	0.2143	-0.5489	0.4811	-1.0185	-0.2211	0.1517	-0.0603	-0.2006	-0.0875
ATR_003_set5__349	-0.2008	-0.2732	-0.0519	-0.3633	-0.3141	-0.1816	-0.1017	-0.0983	-0.2606	-0.1006
ATR_003_set5__360	-0.4624	-0.2616	0.0267	-0.2141	0.2304	-0.5472	-0.2611	0.4042	-0.5865	-0.6672
ATR_003_set5__38	-0.2632	-0.1463	0.4790	-0.5606	0.1807	-0.1005	-0.4396	-0.3245	-0.1857	-0.2512
ATR_003_set7__177	-0.0901	-0.0316	-0.2442	-0.2332	-0.2356	-0.1599	-0.2924	0.1644	-0.1163	0.0111
ATR_003_set7__185	-0.2630	-0.4826	-0.4271	-0.3904	-0.3324	-0.3986	-0.1608	-0.4315	-0.3334	-0.2579
ATR_003_set7__207	0.4088	0.0337	0.8071	0.7308	0.5463	0.3090	0.2692	0.4041	0.3598	0.1527
ATR_003_set8__102	-0.2748	-0.1702	-0.8039	0.2259	-1.0445	-0.0736	-0.1252	-0.1657	-0.1163	-0.2341
ATR_003_set8__138	0.3237	0.3632	-0.4279	0.4260	-0.8443	0.3735	0.3900	0.2783	0.4330	0.2446
ATR_003_set8__201	0.0538	-0.2463	0.4659	-0.3022	0.5640	-0.0790	-0.0513	0.0079	-0.0460	0.0487
ATR_003_set8__252	-0.0509	0.0209	-0.5367	-0.9264	-0.8558	0.1269	0.1161	-0.2813	-0.0773	0.0375
ATR_003_set8__326	-0.2216	-0.1285	-0.7496	0.3913	-1.0083	0.0317	-0.0573	-0.1519	-0.0634	-0.2521
ATR_003_set8__543	-0.4971	-0.4417	-0.9178	-0.0550	-1.1303	-0.3955	-0.3432	-0.4440	-0.4278	-0.3391
ATR_003_set8__555	-0.2228	-0.1898	-0.7774	0.3386	-1.0300	-0.0216	-0.1305	-0.1590	-0.0392	-0.2009
ATR_003_set8__556	-0.1646	-0.1904	-0.6822	0.2638	-0.9492	-0.1268	-0.0757	-0.2662	-0.1387	-0.2729
ATR_003_set8__590	-0.1947	-0.1234	-0.8132	0.4054	-1.0378	-0.1216	-0.1655	-0.1867	-0.0167	-0.1532
ATR_003_set8__601	0.0767	-0.0247	0.4924	-0.3101	0.6287	0.0616	-0.0168	0.0050	0.0117	0.1110
ATR_003_set8__644	-0.0274	-0.1410	-0.6427	0.6942	-0.9588	0.0461	-0.0820	-0.0403	-0.0318	-0.2210
ATR_003_set8__680	-0.3308	-0.0840	-0.6937	-0.1164	-1.0922	0.6169	0.2491	-0.3161	-0.1705	0.8167
ATR_003_set8__693	0.1854	1.0169	0.0793	0.7363	-0.2684	0.0789	0.5802	0.6656	0.1308	0.1363
ATR_003_set8__8	-0.0083	0.1665	-0.7604	0.5714	-0.9690	0.1374	-0.1581	-0.0885	0.2440	0.2898
ATR_003_set9__101	-0.0479	0.0923	-0.8110	0.2519	-0.8832	0.1937	0.0974	0.0089	0.2012	0.1046
ATR_003_set9__102	0.1851	-0.0900	0.2817	0.3874	0.4792	0.0359	0.1427	0.6398	0.0830	0.2142
ATR_003_set9__178	0.0724	0.2642	-0.6770	0.4057	-1.0168	0.1807	-0.0285	0.0161	0.1138	-0.1229
ATR_003_set9__199	0.1433	0.3335	-0.5768	0.3848	-0.8464	0.3695	0.0659	0.0397	0.2621	0.0343
ATR_003_set9__215	-0.2692	-0.2875	-0.8051	0.0373	-0.8256	-0.0271	-0.2903	-0.2641	-0.1345	-0.3986
ATR_003_set9__244	0.4826	0.6576	-0.5783	0.7031	-0.8072	0.4004	0.5006	0.4159	0.6044	0.4668
ATR_003_set9__370	0.3419	0.4707	0.2727	0.0395	0.4408	0.1685	0.1874	0.6189	0.3566	0.3304
ATR_003_set9__382	0.2970	0.5101	-0.4887	0.6714	-0.7826	0.4259	0.2798	0.3151	0.4195	0.2373
ATR_003_set9__410	0.0418	0.2082	-0.7376	0.2320	-0.9874	0.2633	-0.0130	-0.2711	0.0893	0.2120
ATR_003_set9__439	0.0710	0.1228	0.2253	0.0426	0.4591	0.0075	0.0304	0.3338	-0.0127	-0.0694
ATR_003_set9__502	0.2091	0.1866	0.7472	0.7515	0.6947	0.0680	0.0427	0.1407	0.1001	0.0962
ATR_003_set9__572	0.1729	0.1190	0.5111	-0.0040	0.7349	0.0476	0.0930	0.2204	0.0629	0.0733
ATR_003_set9__595	-0.1537	-0.0502	-0.8704	0.2562	-1.0672	0.0346	-0.0273	-0.0785	0.0409	0.0201
ATR_003_set9__655	-0.0277	0.1774	-0.5074	-0.4934	-0.8729	-0.0907	0.5082	-0.3403	-0.0533	-0.0375
ATR_003_set9__70	-0.0547	-0.0460	-0.6955	0.4700	-0.9874	0.1638	-0.0516	0.0693	0.0875	0.1193
ATR_003_set9__719	-0.0240	0.0371	0.0793	-0.2114	0.3911	-0.0891	0.0180	0.1603	-0.1094	-0.1137
ATR_004_set11__102	0.0814	0.1420	0.3020	-0.1264	0.5167	0.0254	0.0655	0.2271	-0.0111	0.0121
ATR_004_set11__128	0.2398	0.2045	0.6379	0.0159	0.9202	0.1169	0.0825	0.3380	0.1331	0.0985
ATR_004_set11__133	-0.1855	-0.1873	-0.0188	-0.3198	0.0611	-0.2823	-0.2299	-0.1917	-0.3098	-0.2068
ATR_004_set11__28	0.3021	0.3592	0.6479	0.1836	0.8921	0.1901	0.1638	0.3954	0.1831	0.1579
ATR_004_set12__108	0.0167	0.1483	-0.6918	0.2400	-1.0007	-0.0362	0.0425	-0.1229	0.2162	0.2251
ATR_004_set12__164	-0.4222	-0.2349	-0.4135	-0.6091	-0.1285	-0.3428	-0.4186	-0.0587	-0.5176	-0.5020
ATR_004_set12__95	0.1341	0.1190	0.4256	0.0124	0.7431	0.0451	0.0698	0.2717	0.0376	-0.0253
ATR_004_set13__106	0.1518	0.1878	-0.4566	0.8488	-0.8478	0.0941	0.3425	-0.1142	0.1449	0.0361
ATR_004_set13__202	-0.0078	0.0495	-0.6904	0.5083	-1.0723	0.1903	-0.0009	0.0528	0.1603	-0.0649
ATR_004_set13__265	-0.3837	-0.3033	-0.7579	0.2970	-1.0091	-0.0727	-0.1258	-0.2412	-0.2142	-0.3816
ATR_004_set13__281	0.2444	0.6125	-0.4552	1.0848	-0.7626	0.6779	0.1649	-0.0797	0.4888	0.1799
ATR_004_set13__310	0.5904	0.6290	-0.6234	0.7987	-0.8880	0.7508	0.4623	0.6455	0.6529	0.4358
ATR_004_set13__337	0.2196	0.5263	-0.6027	1.0476	-0.8479	0.2564	0.2805	0.1596	0.4240	0.2211
ATR_004_set13__357	-0.0125	0.1735	-0.5366	0.4139	-0.9799	0.0897	0.0395	-0.0223	0.1084	-0.0297
ATR_004_set13__387	-0.1518	0.0804	-0.7140	0.1557	-0.9682	0.1049	-0.1823	-0.3168	0.0417	-0.1363
ATR_004_set13__436	0.0824	0.1533	-0.6550	1.4215	-0.7771	0.2630	0.3687	-0.2142	0.3663	-0.2371
ATR_004_set13__444	-0.2726	0.0678	-0.6538	-0.0657	-1.0863	0.0028	-0.0619	-0.3585	-0.1577	-0.1863
ATR_004_set13__50	0.0945	0.2736	-0.5393	0.7309	-0.8247	0.2506	0.3872	0.1017	0.3190	0.1056
ATR_004_set14__120	0.0689	-0.2722	-0.7135	0.4898	-0.9127	0.2522	0.2665	-0.4727	-0.0663	0.3175
ATR_004_set14__230	0.2517	0.5096	-0.5599	1.6618	-0.7382	0.4292	0.2696	0.1942	0.4991	0.3415
ATR_004_set14__313	-0.1737	-0.0866	-0.7930	0.5631	-0.9921	0.0657	-0.0534	-0.1798	-0.0227	-0.1908
ATR_004_set14__319	0.2423	0.5393	-0.5799	1.2435	-0.7634	0.2480	0.2519	0.2651	0.3314	0.0480
ATR_004_set14__339	-0.0830	0.0578	-0.7056	0.1873	-0.9866	0.3260	0.3656	-0.4902	-0.0593	0.3979
ATR_004_set14__409	-0.0288	0.3963	-0.6181	0.5553	-1.0027	0.0906	0.1307	-0.1388	0.0121	-0.2083
ATR_004_set14__47	0.0615	0.3369	-0.5488	1.2567	-0.6225	0.0808	0.2758	0.0116	0.3047	-0.0428
ATR_004_set14__506	-0.0052	0.2257	-0.5848	0.4793	-0.9047	0.2646	0.0215	0.0649	0.1693	-0.0786
ATR_004_set14__519	-0.4852	-0.0734	-0.9639	1.0782	-0.9943	-0.2892	-0.4419	-0.5210	-0.4000	-0.3241
ATR_004_set14__585	0.0752	0.2805	-0.5810	0.4774	-0.8612	0.2027	0.1606	-0.0781	0.1844	0.0020
ATR_004_set14__67	0.3534	0.6876	-0.6019	0.1063	-1.0385	0.3449	0.1454	0.0151	0.4543	0.4743
ATR_004_set14__76	0.3319	0.1724	-0.6280	0.6464	-0.8283	0.6734	0.8107	-0.1931	0.3072	0.9019
ATR_004_set15__136	-0.4901	-0.4566	-0.7980	0.2797	-1.1668	-0.3912	-0.2939	-0.4236	-0.3244	-0.4151
ATR_004_set16__130	-0.0283	0.2189	-0.6933	0.5419	-0.9588	0.0975	0.1096	-0.1929	0.1803	0.0948
ATR_004_set16__133	0.3234	0.6106	-0.4748	0.8340	-0.7637	0.5082	0.4110	0.3433	0.4784	0.3232
ATR_004_set16__157	-0.0632	0.0727	-0.5910	1.0915	-1.0050	-0.0242	0.3201	0.0795	0.0023	0.0009
ATR_004_set16__194	0.4303	0.6724	-0.7927	1.0125	-0.9459	0.4486	0.2466	0.3910	0.9155	1.0435
ATR_004_set16__229	-0.1648	-0.0597	-0.7173	0.6024	-1.0766	-0.1524	-0.0422	-0.2353	-0.1045	-0.1976
ATR_004_set16__302	0.2581	0.3981	-0.5840	0.9412	-0.8925	0.3477	0.3411	0.0944	0.4086	0.2920
ATR_004_set16__337	0.0736	0.1937	-0.7633	0.5509	-1.0201	0.0981	0.0829	-0.2028	0.2048	0.1170
ATR_004_set16__381	0.2683	0.4877	-0.6119	0.9046	-0.7571	0.2921	0.3633	0.1534	0.4780	0.1268
ATR_004_set16__399	-0.1907	-0.0629	-0.5928	-0.5498	-0.8594	0.0093	0.0568	-0.4360	-0.1047	-0.0828
ATR_004_set16__44	-0.2427	-0.0491	-0.7076	0.3913	-0.7888	0.2442	-0.2338	-0.2428	-0.1963	-0.4068
ATR_004_set16__450	0.0260	0.2161	-0.7087	0.7404	-1.0369	0.1904	0.1471	-0.3023	0.1807	0.1255
ATR_004_set16__506	-0.1032	0.0735	-0.7715	0.3690	-0.9575	0.0206	-0.0543	-0.1913	0.0456	0.0698
ATR_004_set16__520	0.2098	0.3230	-0.5599	1.0877	-0.8738	0.1588	0.3217	0.3255	0.2617	0.0096
ATR_004_set16__55	-0.2430	0.0149	-0.7288	0.7192	-0.8184	-0.0490	0.0123	-0.4351	-0.1608	-0.1343
ATR_004_set16__706	-0.0528	0.7711	-0.5986	0.9036	-0.7563	0.1489	0.6193	-0.2915	0.0363	-0.3774
ATR_004_set16__787	0.3687	0.5623	-0.4431	1.7081	-0.7065	0.4473	0.3714	0.2099	0.5158	0.2946
ATR_004_set16__792	-0.6044	-0.4304	-0.8701	0.4359	-0.9108	-0.3107	-0.4054	-0.6196	-0.3184	-0.3928
ATR_004_set16__798	0.2358	0.3579	-0.6481	1.1827	-0.9180	0.3304	0.3167	-0.0185	0.3969	0.3149
ATR_004_set16__804	0.2775	0.3994	-0.5882	0.7733	-0.8863	0.5123	0.3266	0.3604	0.3143	-0.0395
ATR_004_set16__830	0.3771	0.6687	-0.5855	0.3975	-0.7969	0.3733	0.2623	0.1666	0.5127	0.6426
ATR_004_set16__865	-0.0676	0.2386	-0.6199	0.7481	-0.9988	0.1037	0.0500	-0.0204	0.1644	-0.1756
ATR_004_set16__873	0.0666	0.1546	-0.6682	0.2302	-0.9625	0.1595	0.1348	0.0100	0.2841	0.1794
ATR_004_set16__899	-0.1103	0.1020	-0.8999	0.1015	-1.1025	-0.0786	-0.2094	-0.3594	0.0235	0.0949
ATR_004_set16__909	-0.1736	0.0410	-0.7830	-0.0295	-1.0269	-0.0082	-0.1861	-0.1799	-0.0668	-0.3377
ATR_004_set16__935	-0.0074	0.0770	-0.7896	0.5059	-1.0213	0.1242	0.0092	-0.1935	0.1021	0.1259
ATR_004_set16__962	-0.1155	-0.1119	-0.9630	0.2895	-1.0532	-0.0724	0.0441	-0.5775	0.0734	-0.1163
ATR_004_set18__184	0.2987	0.2843	-0.7443	0.3092	-0.9164	0.1330	0.0722	0.3702	0.3132	-0.0164
ATR_004_set18__202	0.3039	0.1493	0.5909	0.1985	0.7558	0.1087	0.1164	0.2877	0.2371	0.1719
ATR_004_set18__21	-0.0219	0.0710	-0.3510	-0.3966	-0.4884	-0.0464	-0.0018	0.0001	0.0037	0.0541
ATR_004_set18__94	0.1104	0.1649	0.3466	0.0208	0.5428	0.0170	0.0647	0.2402	0.0856	0.0388
ATR_004_set18__98	0.0433	-0.3556	-0.0581	-0.0139	-0.0450	-0.0968	-0.0086	-0.2996	0.1492	0.3182
ATR_004_set1__113	-0.0383	-0.0275	-0.6042	0.0855	-0.5685	0.2167	-0.0527	-0.2017	0.2187	-0.0121
ATR_004_set1__127	0.0558	-0.3804	0.3746	-0.3952	0.1812	0.0100	-0.0215	0.0623	0.1150	0.0535
ATR_004_set1__18	-0.3850	-0.1936	-0.8183	0.2371	-1.0048	-0.1863	-0.2717	-0.1667	-0.3308	-0.4133
ATR_004_set1__184	0.3875	0.5015	-0.5112	0.2772	-0.8554	0.3797	0.2966	0.6688	0.4564	0.5546
ATR_004_set1__256	0.6433	0.9590	-0.2799	0.1989	-0.8165	0.7997	0.8370	0.9538	0.7364	0.4230
ATR_004_set1__342	0.2539	0.4374	-0.7881	0.7037	-0.8060	0.4264	0.5421	0.8377	0.3697	0.1486
ATR_004_set1__385	0.4812	-0.0377	0.9757	0.4781	0.5980	0.2357	0.1751	0.4027	0.4039	0.2859
ATR_004_set1__409	-0.5335	-0.5156	-0.7338	-0.0911	-0.9926	-0.3477	-0.3866	-0.4163	-0.4424	-0.4405
ATR_004_set1__423	-0.1169	-0.1715	0.3262	-1.1376	0.4207	-0.3008	-0.3926	-0.3986	-0.2359	-0.1729
ATR_004_set1__515	0.3119	0.5475	-0.6298	0.2787	-0.8358	0.4201	0.2848	0.4185	0.4068	0.2434
ATR_004_set1__531	0.1348	0.5102	-0.5889	0.2402	-0.9182	0.2779	0.0545	0.1749	0.2127	0.0894
ATR_004_set1__568	0.1557	0.2312	-0.6005	0.4729	-0.8856	0.3435	0.1557	0.2703	0.2817	0.0187
ATR_004_set1__72	0.0474	0.3318	-0.6791	0.3871	-0.8957	0.2374	0.2109	0.1160	0.2537	-0.0741
ATR_004_set1__728	0.0097	-0.0304	0.3125	-0.0058	0.3588	0.0534	-0.0658	0.0876	0.0185	0.1299
ATR_004_set1__741	-0.0782	-0.0897	-0.7548	0.2404	-1.0828	0.0007	0.0615	-0.2672	-0.0899	-0.1743
ATR_004_set1__754	0.0583	-0.2793	-0.2843	-0.4611	-0.4151	-0.1984	0.0373	-0.0349	0.0679	0.0788
ATR_004_set1__874	-0.0894	-0.4485	-0.3989	-0.0552	-0.6845	-0.3055	-0.2265	-0.3035	0.3034	-0.5037
ATR_004_set1__881	-0.3083	-0.2069	-0.8308	0.1520	-1.0918	-0.1076	-0.2686	-0.1809	-0.1116	-0.2895
ATR_004_set1__893	-0.1225	-0.4062	-0.8773	-0.2684	-0.9548	-0.3627	-0.1413	-0.4323	-0.0736	-0.0268
ATR_004_set1__923	0.4550	0.1335	0.7777	-0.3203	1.0563	0.6426	0.1194	0.6428	0.4701	0.3805
ATR_004_set1__949	-0.0761	0.0643	-0.5983	0.3727	-0.9604	0.1188	-0.0627	-0.0220	0.0656	-0.0716
ATR_004_set20__60	-0.0938	-0.0002	-0.8483	0.5781	-1.0348	0.1006	-0.2605	-0.3545	0.1194	0.0802
ATR_004_set20__64	0.0032	0.1229	-0.5779	0.3142	-0.9550	0.1954	0.1739	0.2400	0.1294	0.0623
ATR_004_set20__78	0.2023	0.0571	0.8227	0.3093	1.0410	0.0662	0.1532	0.1235	0.1210	0.1514
ATR_004_set2__114	0.2402	0.2262	-0.5298	0.2273	-0.8232	0.2252	0.2002	0.4819	0.4685	0.4011
ATR_004_set2__180	-0.4400	-0.4927	-0.3082	-0.8169	-0.4252	-0.3466	-0.3954	-0.2684	-0.7088	-0.5676
ATR_004_set2__190	0.3251	0.2596	0.7201	0.5428	0.8296	0.1929	0.1333	0.2568	0.2448	0.3199
ATR_004_set2__200	-0.3826	-0.4011	-0.6948	0.3966	-0.9410	-0.4380	-0.1105	-0.4139	-0.3060	-0.3850
ATR_004_set2__41	0.2131	0.0551	-0.8175	0.3156	-0.8350	0.0759	-0.0315	0.4202	0.2419	-0.1962
ATR_004_set2__90	0.1101	-0.0142	-0.4203	0.2536	-0.3624	0.3293	0.4621	-0.0486	0.4811	0.1760
ATR_004_set5__176	-0.0965	0.0438	-0.4977	-0.0375	-0.9968	0.0017	-0.0127	0.0263	0.0087	-0.0791
ATR_004_set5__217	0.1236	-0.0270	-0.5003	-0.1215	-0.8921	-0.0794	0.4924	-0.2357	0.1676	0.0891
ATR_004_set5__233	-0.2366	-0.3008	-0.8740	-0.0108	-0.9925	-0.3760	0.0436	-0.6088	-0.2750	-0.2863
ATR_004_set5__237	0.0875	0.3265	-0.6284	0.1957	-0.7334	0.1545	0.1475	0.4532	0.3250	0.4350
ATR_004_set5__268	-0.3189	-0.2310	-0.8642	0.1203	-1.0336	0.2147	-0.2523	-0.0360	-0.1788	-0.4695
ATR_004_set5__276	0.1906	0.5301	-0.6248	0.5178	-0.9556	0.3602	0.2845	0.2111	0.3210	0.1408
ATR_004_set5__364	0.0086	0.1839	-0.7137	0.2852	-0.7530	0.2034	-0.0623	0.3109	0.2902	0.1694
ATR_004_set5__424	-0.0496	0.0662	-0.3612	0.4421	-1.0258	0.1665	-0.2004	0.0324	-0.0013	-0.0151
ATR_004_set5__47	-0.0614	-0.8146	0.6133	-0.1884	-0.1000	0.1359	-0.2818	-0.2931	0.0550	-0.2925
ATR_004_set5__478	-0.3440	-0.1090	-0.8064	-0.1409	-1.0257	-0.1932	-0.2836	-0.3418	-0.2230	-0.4576
ATR_004_set5__49	0.1175	-0.1217	-0.6449	-0.0964	-1.0199	-0.2098	0.0719	-0.2439	0.0790	0.1744
ATR_004_set5__572	-0.0819	-0.2468	-0.7989	-0.1561	-0.9878	-0.1981	-0.1513	-0.1813	-0.0751	0.0437
ATR_004_set5__578	-0.0006	-0.1378	-0.6954	-0.9458	-0.8489	0.0217	0.1316	-0.3833	-0.0195	-0.2921
ATR_004_set5__614	-0.3000	-0.0255	-0.9656	-0.1974	-1.0721	-0.5250	-0.4147	-0.8393	-0.0804	-0.2220
ATR_004_set5__615	0.0401	0.0233	-0.4142	-0.1011	-0.7946	-0.0085	0.3506	-0.5011	0.1452	0.1620
ATR_004_set5__622	0.2884	0.3043	-0.5910	0.7717	-0.9772	0.3579	0.5006	0.1298	0.4295	0.3004
ATR_004_set5__695	-0.0469	0.0725	-0.6927	0.5033	-0.7863	0.1952	-0.0133	0.8748	0.2952	0.1651
ATR_004_set5__698	0.0418	0.0978	-0.7357	0.1949	-1.0238	0.2510	0.0168	-0.2898	0.1503	-0.2222
ATR_004_set5__715	-0.1789	-0.1425	-0.7695	0.3303	-0.9269	-0.1267	0.1073	-0.3409	-0.0212	-0.2485
ATR_004_set5__779	-0.0775	0.1658	-0.6650	0.2295	-0.7451	0.1157	0.0109	0.5425	0.2987	0.1503
ATR_004_set5__83	-0.0356	0.0251	-0.5131	-0.5662	-0.7029	0.1179	0.4855	-0.1042	-0.0721	0.0477
ATR_004_set5__861	0.0829	0.2501	-0.7344	0.3292	-0.9873	0.1638	0.2571	-0.0610	0.1014	-0.0087
ATR_004_set5__903	-0.2253	-0.4505	-0.6954	0.1486	-0.9822	-0.2091	0.2369	-0.4063	0.0441	-0.2083
ATR_004_set5__92	0.3092	0.3264	-0.5156	0.3971	-0.9177	0.3868	0.2791	0.5705	0.2312	-0.0703
ATR_004_set6__16	-0.0972	-0.0230	-0.6597	0.5456	-0.9517	0.0366	0.0677	0.0176	0.0088	-0.2581
ATR_004_set6__214	-0.0947	-0.2558	0.0032	-0.4142	0.1415	-0.0491	-0.1813	0.1029	-0.0671	-0.2999
ATR_004_set6__56	0.2956	0.3935	0.2956	0.7097	0.1754	0.3862	0.0610	0.7981	0.3802	0.6251
ATR_004_set6__78	0.1053	-0.0028	0.2945	-0.1010	0.2565	0.0163	0.0028	0.2418	0.0848	0.2080
ATR_004_set6__96	0.3203	0.5022	-0.5982	0.1686	-0.9575	0.3890	0.1275	0.0251	0.3210	0.3143
ATR_004_set7__102	-0.0127	0.0441	0.1854	0.0778	0.2543	-0.0040	-0.0348	-0.0121	-0.0472	-0.0290
ATR_004_set7__35	-0.1239	0.0637	-0.6825	0.3609	-0.9257	0.0291	-0.0299	-0.1219	-0.0258	-0.1681
ATR_004_set8__131	-0.1956	0.2689	-0.6437	0.2441	-0.9648	0.1780	-0.0548	0.2209	-0.0041	0.1217
ATR_004_set8__215	-0.1194	-0.0751	-0.7261	0.4747	-0.9681	0.0700	-0.0308	0.0097	0.0214	-0.2184
ATR_004_set8__252	0.0006	0.1098	-0.6026	0.2431	-0.8856	0.2091	0.2189	0.2005	0.0849	-0.1059
ATR_004_set8__279	-0.2734	-0.1487	-0.6796	0.1896	-0.9555	-0.0218	-0.0804	-0.1236	-0.1092	-0.2607
ATR_004_set8__284	-0.3344	-0.1156	-0.7273	0.1148	-1.0170	-0.2280	-0.1448	-0.2035	-0.1961	-0.5266
