	CHD	CardiovascularDisease	PCGC_DeNovoVariants
VEN_061_set3__282	-0.2414	-0.1353	0.0012
VEN_061_set3__298	0.1811	0.4728	0.0400
VEN_061_set3__333	-0.0059	0.5067	0.0135
VEN_061_set3__381	-0.3060	-0.5069	-0.3191
VEN_061_set3__388	0.2769	0.4710	0.2376
VEN_061_set3__509	-0.2601	0.4368	-0.1493
VEN_061_set3__552	-0.0206	0.6271	-0.0078
VEN_061_set3__573	0.5824	-0.1407	0.5172
VEN_061_set3__665	-0.3279	0.1957	-0.2380
VEN_061_set3__685	-0.2163	-0.6138	-0.2015
VEN_061_set3__761	0.2044	-0.4643	0.3420
VEN_061_set3__797	-0.3277	0.3121	-0.2476
VEN_061_set3__799	-0.1808	0.5181	-0.1580
VEN_061_set3__801	-0.3020	0.0708	-0.3118
VEN_061_set4__223	0.0402	-0.2631	0.2202
VEN_061_set4__309	-0.2341	0.4283	-0.1287
VEN_061_set4__335	0.0266	0.7324	0.0175
VEN_061_set4__363	0.2659	-0.1179	0.5061
VEN_061_set4__457	-0.0188	-0.3716	0.0412
VEN_061_set4__479	0.3152	-0.3940	0.3247
VEN_061_set4__516	0.1407	-0.4494	0.1733
VEN_061_set4__517	-0.1610	0.6337	-0.1078
VEN_061_set4__612	-0.7187	-0.0092	-0.6006
VEN_061_set4__634	-0.0815	0.5589	-0.0901
VEN_061_set4__637	-0.0727	-0.6014	0.0592
VEN_061_set4__71	-0.1920	0.4894	-0.0799
VEN_061_set4__773	-0.5138	0.1096	-0.4989
VEN_061_set4__803	0.0638	0.7063	0.0706
VEN_061_set4__871	0.1994	-0.2305	-0.0546
VEN_061_set6__18	-0.5437	-0.1578	-0.4723
VEN_061_set6__307	-0.1385	-0.6126	-0.0998
VEN_061_set6__317	-0.0636	0.3961	-0.0280
VEN_061_set6__38	-0.0516	0.1727	-0.0666
VEN_061_set6__457	0.1223	0.2351	0.0825
VEN_061_set6__511	-0.1331	-0.1339	-0.2578
VEN_061_set6__531	-0.4148	0.3627	-0.1859
VEN_061_set6__664	0.0322	0.4914	0.0395
VEN_061_set6__665	0.3035	0.5345	0.1009
VEN_061_set6__673	0.0976	0.3324	0.0130
VEN_061_set6__763	-0.0870	-0.0847	-0.0754
VEN_061_set6__770	0.3472	-0.5051	0.1983
VEN_061_set6__811	0.4279	-0.1921	0.4543
VEN_061_set6__856	0.1332	0.2009	0.2041
VEN_061_set6__874	0.4720	-0.3544	0.4121
VEN_061_set6__928	-0.3522	-0.0782	-0.3665
VEN_061_set7__146	0.2886	0.4727	0.2113
VEN_061_set7__167	0.0160	0.2323	0.0271
VEN_061_set7__17	0.3062	-0.3997	0.2598
VEN_061_set7__193	-0.2248	0.3447	-0.2188
VEN_061_set7__197	0.3256	0.4331	0.2421
VEN_061_set7__240	0.2659	0.5614	0.1618
VEN_061_set7__333	0.0442	0.4264	-0.0625
VEN_061_set7__345	-0.2327	0.0938	-0.2553
VEN_061_set7__401	0.2168	0.1192	0.1662
VEN_061_set7__456	-0.1700	0.3943	-0.1142
VEN_061_set7__534	-0.1354	-0.5625	-0.0526
VEN_061_set7__548	-0.2004	-0.6496	-0.1787
VEN_061_set7__753	0.2400	0.4435	-0.0192
VEN_061_set7__818	-0.3105	0.1235	-0.3439
VEN_061_set7__864	-0.5308	-0.1077	-0.4313
VEN_061_set8__116	-0.0453	0.3418	-0.1007
VEN_061_set8__189	-0.1715	-0.5914	-0.1032
VEN_061_set8__223	0.2575	-0.4582	0.2600
VEN_061_set8__235	-0.0830	-0.5945	-0.0882
VEN_061_set8__254	0.2800	-0.4409	0.2253
VEN_061_set9__262	-0.1187	0.1867	-0.1256
VEN_061_set9__303	-0.1570	0.4036	-0.1337
VEN_061_set9__373	0.0385	0.5156	0.0204
VEN_061_set9__377	0.3249	-0.3974	0.2886
VEN_061_set9__394	0.2361	-0.0745	0.2623
VEN_061_set9__403	-0.1535	0.2937	-0.1548
VEN_061_set9__55	-0.1791	-0.9106	0.0561
VEN_061_set9__594	-0.2191	0.0859	-0.1497
VEN_061_set9__604	-0.1196	0.4432	-0.1720
VEN_061_set9__629	-0.0590	0.3420	-0.0524
VEN_061_set9__669	-0.2745	0.3939	-0.2462
VEN_061_set9__832	-0.2468	0.1746	-0.3681
VEN_062_set18__183	-0.3879	0.2633	-0.3918
VEN_062_set18__208	0.0063	0.4182	-0.0137
VEN_062_set18__210	-0.1137	0.4455	-0.0468
VEN_062_set18__217	0.0200	0.6700	0.0541
VEN_062_set18__247	-0.1871	0.4483	-0.0951
VEN_062_set18__271	-0.0188	0.6160	-0.0311
VEN_062_set18__362	-0.2520	0.0503	-0.2053
VEN_062_set18__415	-0.1119	0.4347	-0.0382
VEN_062_set18__432	0.1942	0.5893	0.1361
VEN_062_set18__535	-0.1423	0.3521	-0.1811
VEN_062_set18__545	0.0139	-0.6469	0.1166
VEN_062_set18__583	-0.0882	-0.6197	0.1011
VEN_062_set18__596	-0.1583	0.4284	-0.1449
VEN_062_set18__748	0.2516	0.7002	-0.0361
VEN_062_set18__792	-0.2366	0.3153	-0.2031
VEN_062_set18__89	0.0419	0.6123	0.0925
VEN_062_set1__105	0.6293	0.0372	0.5240
VEN_062_set1__140	0.1016	0.6998	0.1239
VEN_062_set1__319	0.0477	-0.6158	0.0634
VEN_062_set1__339	0.0879	-0.5984	0.0477
VEN_062_set1__459	-0.0578	0.6790	0.0117
VEN_062_set1__47	-0.1166	0.6160	-0.0202
VEN_062_set1__479	-0.0316	0.5906	0.0050
VEN_062_set20__246	-0.1768	0.3353	-0.1363
VEN_062_set20__363	0.0223	0.4295	-0.0141
VEN_062_set20__386	-0.1268	0.3357	-0.0522
VEN_062_set20__475	-0.2061	0.4281	-0.1521
VEN_062_set20__48	0.0159	0.6189	0.0209
VEN_062_set20__498	0.3131	-0.3656	0.4075
VEN_062_set20__606	-0.2599	0.2589	-0.3789
VEN_062_set20__641	-0.1483	0.0766	-0.2854
VEN_062_set20__648	-0.2742	0.1625	-0.2063
VEN_062_set20__660	-0.2954	0.1131	-0.2464
VEN_062_set20__747	-0.1562	0.3485	-0.0943
VEN_062_set20__802	-0.1842	0.5022	-0.1025
VEN_062_set20__809	-0.0245	0.2025	0.0042
VEN_062_set22__196	-0.1116	0.6509	-0.1005
VEN_062_set22__450	0.0024	0.4101	0.0056
VEN_062_set22__49	-0.2475	0.4970	-0.1452
VEN_062_set22__577	-0.1073	0.6099	-0.0217
VEN_062_set22__602	-0.3990	0.3424	-0.3050
VEN_062_set22__653	0.1179	0.0192	0.2323
VEN_062_set23__175	0.1186	-0.7115	0.1547
VEN_062_set23__188	-0.3243	0.1536	-0.2537
VEN_062_set23__250	-0.0248	0.4345	-0.0097
VEN_062_set23__27	0.1085	0.5230	0.1080
VEN_062_set23__375	-0.1028	-0.6279	0.0347
VEN_062_set23__429	-0.4316	-0.0299	-0.3637
VEN_062_set23__447	-0.0386	0.3889	0.0011
VEN_062_set23__476	-0.5363	0.1499	-0.5422
VEN_062_set23__505	0.1565	-0.3582	0.2308
VEN_062_set23__510	-0.2607	0.3603	-0.1705
VEN_062_set23__559	-0.2385	0.3372	-0.1916
VEN_062_set23__568	-0.3330	0.0537	-0.2350
VEN_062_set23__694	-0.1770	0.2266	-0.1434
VEN_062_set25__18	-0.2125	-0.0311	-0.2619
VEN_062_set25__228	0.1442	0.6965	0.1116
VEN_062_set25__233	0.0872	0.2650	-0.0971
VEN_062_set25__245	0.1911	0.5036	0.1377
VEN_062_set25__294	-0.0926	0.4199	-0.0905
VEN_062_set25__313	-0.1671	0.1043	0.0145
VEN_062_set25__399	0.0817	0.4323	-0.0200
VEN_062_set25__450	0.0592	0.3870	0.0245
VEN_062_set25__485	-0.5507	-0.2588	0.0558
VEN_062_set25__533	-0.6251	0.0956	-0.4899
VEN_062_set25__546	0.6436	-0.3738	0.5030
VEN_062_set25__569	0.5275	-0.4667	0.2260
VEN_062_set25__62	-0.1382	-0.1411	-0.2523
VEN_062_set25__704	-0.1206	-0.6891	-0.1311
VEN_062_set25__822	0.2868	0.2008	0.1730
VEN_062_set25__909	0.1352	-0.4644	0.1347
VEN_062_set25__910	-0.0313	0.6740	-0.0418
VEN_062_set25__930	-0.0095	0.2005	-0.0664
VEN_062_set26__131	0.0808	0.3345	0.2497
VEN_062_set26__155	0.3351	-0.3370	0.2440
VEN_062_set26__204	0.2836	-0.3888	0.3471
VEN_062_set26__224	0.1123	-0.5253	0.1501
VEN_062_set26__314	-0.2757	-0.2961	-0.0801
VEN_062_set26__329	0.1994	0.5846	0.1042
VEN_062_set26__378	-0.0157	-0.5721	-0.0415
VEN_062_set26__385	-0.0890	0.3099	-0.1490
VEN_062_set26__446	-0.1568	-0.8020	0.0193
VEN_062_set26__473	0.2125	0.3177	0.1201
VEN_062_set26__475	-0.1968	0.4205	-0.1657
VEN_062_set26__493	-0.1905	0.3824	-0.1721
VEN_062_set26__505	-0.1004	0.1939	-0.0585
VEN_062_set27__140	0.0156	0.4571	0.0570
VEN_062_set27__241	-0.0712	-0.6297	-0.0349
VEN_062_set27__299	0.2459	0.4918	0.1978
VEN_062_set27__344	-0.2809	-0.0833	-0.2835
VEN_062_set27__347	0.1066	0.6972	0.0659
VEN_062_set27__369	-0.1314	-0.5713	-0.1844
VEN_062_set27__455	0.0239	0.5628	0.0408
VEN_062_set27__493	0.3016	-0.1504	0.4408
VEN_062_set27__500	0.1205	0.6241	0.1169
VEN_062_set27__573	-0.2758	-0.7073	-0.0978
VEN_062_set27__584	-0.0838	0.3219	-0.0985
VEN_062_set27__608	-0.1452	-0.1616	-0.3296
VEN_062_set27__609	0.2304	0.5912	0.1276
VEN_062_set27__61	-0.0033	0.4903	0.0552
VEN_062_set27__651	0.3158	-0.4708	0.0857
VEN_062_set27__675	0.1506	0.6663	0.1979
VEN_062_set27__775	0.0846	0.4308	0.1044
VEN_062_set27__783	-0.1297	0.1707	-0.1215
VEN_062_set27__828	0.1865	-0.6345	0.1083
VEN_062_set27__906	-0.1805	0.4601	-0.1269
VEN_062_set27__913	-0.3404	0.0420	-0.3562
VEN_062_set27__926	0.0232	0.4296	0.0049
VEN_062_set27__947	0.0482	-0.2266	-0.2674
VEN_062_set27__95	-0.1956	-0.5879	-0.0808
VEN_062_set29__180	0.1262	-0.6117	0.0891
VEN_062_set29__211	-0.1656	0.4811	-0.1181
VEN_062_set29__278	-0.1324	0.2396	-0.1304
VEN_062_set29__361	0.0322	0.5396	0.0266
VEN_062_set29__365	0.2321	-0.4865	0.2054
VEN_062_set29__374	0.0532	-0.4417	0.0718
VEN_062_set29__490	-0.1204	0.5826	-0.0449
VEN_062_set29__513	-0.0117	0.5945	0.0100
VEN_062_set29__561	0.1270	-0.1774	0.1958
VEN_062_set29__595	-0.4984	0.0220	-0.6108
VEN_062_set29__635	-0.1472	-0.8419	-0.0453
VEN_062_set29__673	-0.3884	-0.6664	-0.3267
VEN_062_set29__90	0.2456	-0.4238	0.3015
VEN_062_set2__149	0.0543	0.4843	0.0556
VEN_062_set2__199	-0.0379	0.4805	-0.0144
VEN_062_set2__290	-0.1519	0.2690	-0.1157
VEN_062_set2__343	-0.0958	0.5114	-0.0703
VEN_062_set2__527	-0.0012	0.4902	0.0346
VEN_062_set2__587	0.0974	0.3639	0.0462
VEN_062_set2__588	-0.2885	0.4229	-0.3150
VEN_062_set2__605	-0.3478	0.2306	-0.3190
VEN_062_set2__679	-0.1045	0.3503	-0.0793
VEN_062_set2__706	-0.1846	0.3878	-0.1328
VEN_062_set2__72	-0.4019	0.0967	-0.3909
VEN_062_set2__789	-0.0873	0.3916	-0.0826
VEN_062_set2__831	0.0389	0.4915	0.0579
VEN_062_set2__867	-0.0923	-0.7205	-0.2484
VEN_062_set2__899	-0.0482	-0.4773	-0.1785
VEN_062_set30__268	-0.0721	0.5610	-0.0393
VEN_062_set30__305	-0.0659	0.4593	-0.0235
VEN_062_set30__591	0.0990	0.3972	0.0416
VEN_062_set30__651	0.2786	-0.5200	0.2067
VEN_062_set30__665	-0.1067	0.3100	-0.1009
VEN_062_set30__679	-0.7677	0.2605	-0.5348
VEN_062_set30__729	-0.2923	-0.7578	-0.2011
VEN_062_set30__75	-0.3708	0.3223	-0.2719
VEN_062_set30__756	-0.1435	0.4602	-0.1224
VEN_062_set30__836	-0.3351	0.2547	-0.2554
VEN_062_set31__131	0.0454	0.6778	0.1338
VEN_062_set31__196	0.1193	0.5681	0.0979
VEN_062_set31__242	-0.0408	0.6666	0.0623
VEN_062_set31__469	0.1800	0.6437	0.1522
VEN_062_set31__477	0.1098	-0.6381	0.1106
VEN_062_set31__621	-0.4872	0.2533	-0.3996
VEN_062_set31__66	-0.0333	0.6173	-0.0001
VEN_062_set32__102	-0.3267	0.0261	-0.3297
VEN_062_set32__103	-0.0010	0.4661	-0.0999
VEN_062_set32__118	0.5539	-0.2430	0.6038
VEN_062_set32__159	0.1710	-0.5893	0.0697
VEN_062_set32__236	-0.1105	-0.6744	-0.2918
VEN_062_set32__242	-0.1356	0.0095	0.0092
VEN_062_set32__292	-0.1935	0.4804	-0.1676
VEN_062_set32__320	0.0525	-0.5747	0.0637
VEN_062_set32__360	0.1266	0.5551	0.0400
VEN_062_set32__374	-0.2279	0.0964	-0.2061
VEN_062_set32__392	-0.0721	0.5853	-0.0447
VEN_062_set32__398	-0.5389	0.3529	-0.5335
VEN_062_set32__408	0.0179	0.5711	0.0343
VEN_062_set32__500	0.3067	-0.3119	0.1812
VEN_062_set32__538	-0.2997	0.1662	-0.2341
VEN_062_set32__595	0.0360	0.0662	-0.1674
VEN_062_set32__619	0.0412	0.7109	0.0299
VEN_062_set3__166	0.0065	-0.1025	0.1376
VEN_062_set3__258	-0.1639	0.2016	-0.2536
VEN_062_set3__259	-0.1505	0.5064	-0.0771
VEN_062_set3__344	-0.0483	0.5295	-0.0343
VEN_062_set3__373	-0.1006	-0.6138	-0.0720
VEN_062_set3__467	0.3087	-0.4905	0.2982
VEN_062_set3__480	0.2359	-0.2301	0.2312
VEN_062_set3__498	0.0272	0.6767	0.0482
VEN_062_set3__52	-0.0180	0.6043	-0.0620
VEN_062_set3__553	-0.0342	0.5680	-0.0315
VEN_062_set3__623	0.3663	-0.5427	0.3218
VEN_062_set3__637	-0.0012	0.4613	-0.0080
VEN_062_set3__702	-0.3796	0.1757	-0.3185
VEN_062_set3__725	0.1458	0.1614	0.0778
VEN_062_set3__728	-0.0144	-0.4029	0.1421
VEN_062_set3__97	-0.1587	0.5684	-0.1824
VEN_062_set4__199	-0.0086	-0.4643	0.0547
VEN_062_set4__217	0.0042	0.6361	0.0723
VEN_062_set4__241	-0.0588	0.6194	-0.0058
VEN_062_set4__263	0.0535	-0.5427	0.1077
VEN_062_set4__311	0.2706	-0.2814	0.2513
VEN_062_set4__392	0.0708	-0.5239	0.0773
VEN_062_set4__473	-0.0539	-0.5863	0.1362
VEN_062_set4__482	0.1138	0.7112	0.0994
VEN_062_set4__486	0.1388	0.6871	0.1120
VEN_062_set4__491	-0.0268	0.5279	0.0236
VEN_062_set4__568	-0.0592	-0.4936	0.2344
VEN_062_set4__593	0.1321	0.7187	0.1075
VEN_062_set4__617	-0.1201	0.6404	-0.0962
VEN_062_set4__624	-0.1717	0.5358	-0.1407
VEN_062_set4__689	-0.2468	-0.1416	-0.3408
VEN_062_set4__765	0.1983	0.1208	0.4750
VEN_062_set4__869	-0.0259	0.6572	-0.0347
VEN_062_set4__898	-0.0461	0.5647	0.0214
VEN_062_set4__953	0.1230	0.1783	-0.1924
VEN_062_set5__144	-0.0798	-0.5769	-0.1646
VEN_062_set5__265	-0.3888	-0.1289	-0.3298
VEN_062_set5__303	-0.2294	0.1690	-0.1672
VEN_062_set5__317	-0.2336	0.3713	-0.1659
VEN_062_set5__318	-0.1383	0.3786	-0.1431
VEN_062_set5__84	0.1825	-0.4617	0.2683
VEN_062_set6__226	0.1741	0.4136	0.0202
VEN_062_set6__342	-0.1531	0.2645	-0.1136
VEN_062_set6__368	0.0182	0.5119	0.0305
VEN_062_set6__380	0.0433	0.3559	-0.0616
VEN_062_set6__440	0.2560	0.5392	0.2172
VEN_062_set6__534	-0.2780	0.2411	-0.2468
VEN_062_set6__546	-0.0593	0.2961	-0.0204
VEN_062_set6__565	-0.3843	-0.1201	-0.3497
VEN_062_set6__586	0.0118	0.5460	0.0418
VEN_062_set6__648	-0.0935	0.3919	-0.0596
VEN_062_set6__659	-0.1578	0.1187	-0.1735
VEN_062_set6__78	-0.0474	0.5001	-0.0191
VEN_062_set6__786	-0.1810	-0.7841	-0.1745
VEN_062_set8__153	-0.2253	0.3573	-0.1463
VEN_062_set8__202	0.0666	-0.4725	0.3828
VEN_062_set8__211	0.2655	-0.5079	0.3614
VEN_062_set8__60	0.2248	0.5700	0.1827
VEN_062_set9__270	0.2515	0.5379	0.2011
VEN_062_set9__432	0.1443	0.6717	0.1175
VEN_062_set9__44	-0.0203	-0.6353	-0.0129
VEN_062_set9__448	-0.1078	0.3708	-0.0939
VEN_062_set9__508	-0.0830	0.3759	-0.0464
VEN_062_set9__509	0.0172	0.4126	-0.0444
VEN_062_set9__526	0.0639	0.6160	0.0678
VEN_062_set9__527	0.1008	0.5397	0.1877
VEN_062_set9__549	0.1035	0.4971	0.0904
VEN_062_set9__553	-0.3391	0.0448	-0.2469
VEN_062_set9__694	-0.2323	0.3321	-0.1503
VEN_062_set9__703	0.0304	0.0181	0.1274
VEN_062_set9__736	-0.6237	-0.0454	-0.6315
VEN_062_set9__749	0.1527	-0.5855	0.2448
VEN_062_set9__771	0.0560	-0.6483	0.0692
VEN_063_set18__110	-0.0852	0.3942	-0.0384
VEN_063_set18__130	-0.2266	0.3206	-0.1332
VEN_063_set18__151	0.2651	0.4286	0.2406
VEN_063_set18__277	-0.1221	0.5321	-0.0944
VEN_063_set18__370	-0.2233	0.1178	-0.1455
VEN_063_set18__396	0.0354	-0.5939	-0.0915
VEN_063_set18__488	-0.2794	0.1164	-0.2589
VEN_063_set18__553	0.2200	0.5333	0.1857
VEN_063_set18__598	-0.1819	0.5686	-0.1132
VEN_063_set18__624	-0.3214	0.0141	-0.2897
VEN_063_set18__626	-0.0400	0.4301	-0.0105
VEN_063_set18__637	-0.0419	0.2687	-0.0228
VEN_063_set18__640	-0.2616	-0.3267	-0.0810
VEN_063_set18__695	0.3630	0.1946	0.0760
VEN_063_set18__754	-0.1055	0.3963	-0.0567
VEN_063_set18__781	0.1086	-0.0983	-0.0521
VEN_063_set18__820	-0.1817	-0.6011	-0.0100
VEN_063_set18__898	-0.2914	-0.6666	-0.3081
VEN_063_set1__214	-0.0985	0.4490	-0.1485
VEN_063_set1__24	-0.0557	-0.5570	0.1337
VEN_063_set1__281	-0.2552	0.1316	-0.1473
VEN_063_set1__374	0.0600	0.6742	0.0827
VEN_063_set1__38	0.1829	-0.3112	0.0758
VEN_063_set1__424	-0.2184	0.3066	-0.1863
VEN_063_set1__452	0.0304	0.7380	0.0464
VEN_063_set1__469	0.2587	-0.6772	0.2567
VEN_063_set1__538	-0.0249	0.6645	0.0205
VEN_063_set1__547	0.2704	-0.3394	0.1962
VEN_063_set1__586	0.0999	0.6734	0.1352
VEN_063_set1__589	0.0842	0.5290	0.0802
VEN_063_set1__616	0.5586	-0.1377	0.5447
VEN_063_set1__618	0.3373	-0.3858	0.2199
VEN_063_set1__625	0.5157	-0.3715	0.2893
VEN_063_set1__692	-0.0863	0.5721	-0.0001
VEN_063_set1__741	0.1902	-0.5814	0.0792
VEN_063_set1__811	0.1040	0.6722	0.1363
VEN_063_set1__837	0.0577	0.5509	0.0768
VEN_063_set20__117	0.1338	0.3094	0.0884
VEN_063_set20__128	-0.2450	0.3634	-0.1823
VEN_063_set20__291	-0.0141	0.3870	-0.0186
VEN_063_set20__331	0.0744	-0.5645	0.1248
VEN_063_set20__348	-0.2626	0.2689	-0.2066
VEN_063_set20__371	-0.4150	0.2437	-0.3023
VEN_063_set20__491	-0.1760	0.0480	-0.2046
VEN_063_set20__52	0.2616	0.3873	0.1322
VEN_063_set20__57	-0.0495	-0.5876	0.0445
VEN_063_set20__583	-0.2034	-0.6377	-0.0687
VEN_063_set20__614	-0.2954	-0.5284	-0.1486
VEN_063_set20__668	-0.2993	0.3075	-0.2509
VEN_063_set20__678	0.0080	0.4783	0.0389
VEN_063_set20__805	-0.1847	0.3038	-0.1176
VEN_063_set20__833	-0.1158	0.2529	-0.1013
VEN_063_set20__845	-0.0864	0.1960	-0.0811
VEN_063_set20__859	-0.1825	0.1916	-0.1102
VEN_063_set22__127	0.2544	0.0345	0.3957
VEN_063_set22__278	-0.0766	0.5331	-0.0690
VEN_063_set22__317	-0.1175	0.6542	-0.0394
VEN_063_set22__410	-0.0044	0.5495	0.0155
VEN_063_set22__434	-0.0908	0.5807	-0.0290
VEN_063_set22__465	-0.3683	0.1608	-0.3394
VEN_063_set22__623	0.2547	-0.4242	0.3701
VEN_063_set22__68	0.1407	-0.1285	0.3271
VEN_063_set22__717	-0.2854	-0.7124	0.3299
VEN_063_set24__137	0.1250	0.3545	0.0181
VEN_063_set24__178	-0.1733	0.1603	-0.2077
VEN_063_set24__22	-0.0414	0.5721	-0.0156
VEN_063_set24__281	0.1853	0.5782	0.1298
VEN_063_set24__291	-0.0830	-0.5696	0.0168
VEN_063_set24__294	-0.3670	0.3527	-0.2733
VEN_063_set24__380	0.6506	-0.1261	0.7691
VEN_063_set24__445	-0.0049	0.4802	0.0014
VEN_063_set25__113	0.1433	0.6101	0.1171
VEN_063_set25__15	-0.0313	0.5026	0.0010
VEN_063_set25__178	-0.1539	0.4167	-0.0877
VEN_063_set25__219	-0.0691	0.5040	-0.0118
VEN_063_set25__23	0.3179	-0.4498	0.4320
VEN_063_set25__267	-0.1108	0.4936	-0.0515
VEN_063_set25__320	-0.2881	0.1547	-0.2722
VEN_063_set25__396	0.0911	-0.5141	0.1028
VEN_063_set25__577	0.1707	0.0101	0.1366
VEN_063_set25__661	0.0527	0.5430	0.0391
VEN_063_set25__663	0.0348	0.6043	-0.0064
VEN_063_set25__674	0.0160	0.5662	-0.0160
VEN_063_set25__699	-0.0349	0.4217	-0.0405
VEN_063_set25__766	0.1842	-0.2254	0.4097
VEN_063_set25__769	-0.0284	0.3946	-0.0009
VEN_063_set25__776	0.1136	0.4469	0.0463
VEN_063_set27__163	-0.2518	0.3711	-0.2337
VEN_063_set27__169	0.0937	0.5894	0.0679
VEN_063_set27__353	-0.0906	0.4140	-0.0289
VEN_063_set27__577	-0.2479	-0.6279	-0.3781
VEN_063_set27__65	-0.3681	-0.1206	-0.4517
VEN_063_set27__660	-0.1979	0.4049	-0.1684
VEN_063_set27__686	0.0434	0.4329	-0.0179
VEN_063_set27__717	-0.0109	0.5402	0.0047
VEN_063_set28__101	-0.3444	0.1999	-0.2882
VEN_063_set28__14	0.0656	-0.0345	0.0607
VEN_063_set28__191	0.1901	0.1302	0.2751
VEN_063_set28__226	0.1412	-0.4783	0.1597
VEN_063_set28__29	0.1222	-0.0204	0.1133
VEN_063_set28__317	-0.1879	-0.7218	-0.1767
VEN_063_set28__324	0.1503	-0.4737	0.1496
VEN_063_set28__344	-0.0838	0.1510	-0.1685
VEN_063_set28__381	0.0009	0.4199	0.0308
VEN_063_set28__405	0.0406	0.5543	0.0643
VEN_063_set28__448	-0.2355	-0.0200	-0.2359
VEN_063_set28__53	-0.2623	-0.3677	-0.2811
VEN_063_set29__217	0.0702	0.6690	0.0652
VEN_063_set29__274	-0.0608	0.6535	-0.0118
VEN_063_set29__293	0.0796	-0.7004	0.2133
VEN_063_set29__368	-0.4069	0.1821	-0.3710
VEN_063_set29__394	-0.1786	0.6053	-0.1180
VEN_063_set29__445	0.0541	0.7313	0.0723
VEN_063_set29__485	0.6072	-0.4396	0.3574
VEN_063_set29__594	-0.0205	0.5121	0.0402
VEN_063_set29__603	0.1132	-0.3961	0.1544
VEN_063_set29__632	0.0830	0.3962	0.0617
VEN_063_set29__651	-0.2335	0.4909	-0.1959
VEN_063_set29__666	0.5681	-0.5756	0.0131
VEN_063_set29__765	-0.1103	-0.2022	0.2515
VEN_063_set29__782	-0.2765	0.3077	-0.2125
VEN_063_set29__785	0.3344	-0.5271	0.2749
VEN_063_set2__124	0.0038	-0.1136	-0.1284
VEN_063_set2__132	0.4739	-0.4241	0.3074
VEN_063_set2__242	0.7170	-0.4038	0.4251
VEN_063_set2__359	-0.0063	0.6090	-0.2543
VEN_063_set2__384	-0.1333	0.5396	-0.2333
VEN_063_set2__490	0.0327	0.4291	0.0608
VEN_063_set2__519	-0.0551	0.4623	-0.0790
VEN_063_set2__533	0.0735	0.5775	0.0475
VEN_063_set2__687	-0.1161	-0.8708	0.0244
VEN_063_set2__709	0.4970	-0.4325	0.3897
VEN_063_set2__711	0.0964	-0.4886	0.0873
VEN_063_set2__754	0.1102	0.6446	-0.0068
VEN_063_set2__815	-0.0375	0.4431	-0.1094
VEN_063_set2__842	-0.0700	0.5075	-0.0606
VEN_063_set2__853	0.2553	-0.0678	0.1996
VEN_063_set2__881	-0.1284	0.1296	-0.2469
VEN_063_set2__935	0.0063	0.3171	-0.0517
VEN_063_set30__141	-0.0467	0.4998	0.0176
VEN_063_set30__231	0.0211	0.4721	-0.0101
VEN_063_set30__345	0.1900	-0.5560	0.2280
VEN_063_set30__395	-0.0355	0.3739	-0.0087
VEN_063_set30__416	-0.1053	0.6103	-0.0675
VEN_063_set30__434	-0.1614	-0.2812	-0.0158
VEN_063_set30__437	0.3004	-0.3448	0.7240
VEN_063_set30__544	-0.2797	0.3829	-0.2098
VEN_063_set30__586	-0.0573	0.4405	-0.0068
VEN_063_set30__626	0.1189	0.7094	0.1228
VEN_063_set30__633	-0.2402	0.4459	-0.1750
VEN_063_set30__99	-0.1919	0.4981	-0.2167
VEN_063_set31__105	0.1428	0.6908	0.1297
VEN_063_set31__167	0.4911	-0.3561	0.5055
VEN_063_set31__212	0.6468	-0.4484	0.3980
VEN_063_set31__326	0.0369	-0.5678	0.0742
VEN_063_set31__362	0.3965	-0.4479	0.2842
VEN_063_set31__363	0.2288	0.1675	0.2677
VEN_063_set31__369	-0.0672	0.6732	-0.0166
VEN_063_set31__384	0.2638	-0.1586	0.3049
VEN_063_set31__386	-0.0695	0.6736	-0.0406
VEN_063_set31__423	0.0987	0.7187	0.1252
VEN_063_set31__435	-0.1646	0.4850	-0.0933
VEN_063_set31__502	0.1979	0.6356	0.1752
VEN_063_set31__519	-0.5075	0.3522	-0.3690
VEN_063_set31__521	-0.3773	0.2979	-0.3068
VEN_063_set31__551	-0.1504	0.5879	-0.1720
VEN_063_set31__603	-0.0109	0.4014	0.0226
VEN_063_set31__7	0.0722	-0.3375	0.1368
VEN_063_set32__256	-0.1582	0.4038	-0.0966
VEN_063_set32__317	-0.1150	0.6297	-0.0735
VEN_063_set32__319	0.5060	-0.3248	0.7144
VEN_063_set32__339	0.2443	0.6934	0.1576
VEN_063_set32__362	0.3196	-0.1968	0.5736
VEN_063_set32__416	-0.0232	0.5993	-0.1111
VEN_063_set32__433	-0.0913	0.1868	-0.0372
VEN_063_set32__49	0.0065	-0.6064	-0.1309
VEN_063_set32__532	-0.2772	0.4180	-0.2668
VEN_063_set32__582	0.5837	0.2701	0.3121
VEN_063_set32__645	0.1403	0.6036	0.0986
VEN_063_set32__723	-0.0616	0.6660	-0.0322
VEN_063_set3__150	-0.0178	0.3341	-0.0473
VEN_063_set3__205	0.0238	0.6009	0.0487
VEN_063_set3__223	-0.1319	0.5689	-0.0664
VEN_063_set3__358	0.0580	0.5693	-0.0358
VEN_063_set3__366	0.0312	0.4480	0.0674
VEN_063_set3__423	-0.0263	0.6591	0.0363
VEN_063_set3__440	0.1463	-0.5933	-0.0316
