,receptor,pathway,tf,tf_PPR,category,subcategory
0,NPR2,Purine metabolism,NME2,0.022436288,Metabolism,Nucleotide metabolism
1,NPR1,Purine metabolism,NME2,0.022436288,Metabolism,Nucleotide metabolism
2,GUCY2C,Purine metabolism,NME2,0.022436288,Metabolism,Nucleotide metabolism
3,NPR2,Metabolic pathways,PTEN,8.21e-06,Metabolism,Global and overview maps
4,NPR2,Metabolic pathways,DNMT1,2.91e-05,Metabolism,Global and overview maps
5,NPR2,Metabolic pathways,DNMT3A,2.91e-05,Metabolism,Global and overview maps
6,NPR2,Metabolic pathways,ENO1,0.000370871,Metabolism,Global and overview maps
7,NPR2,Metabolic pathways,PCBD1,3.78e-05,Metabolism,Global and overview maps
8,NPR2,Metabolic pathways,SIRT1,0.000922735,Metabolism,Global and overview maps
9,NPR2,Metabolic pathways,SIRT2,0.000922735,Metabolism,Global and overview maps
10,NPR2,Metabolic pathways,SIRT3,0.000922735,Metabolism,Global and overview maps
11,NPR2,Metabolic pathways,NME2,0.017860582,Metabolism,Global and overview maps
12,NPR1,Metabolic pathways,PTEN,8.21e-06,Metabolism,Global and overview maps
13,NPR1,Metabolic pathways,DNMT1,2.91e-05,Metabolism,Global and overview maps
14,NPR1,Metabolic pathways,DNMT3A,2.91e-05,Metabolism,Global and overview maps
15,NPR1,Metabolic pathways,ENO1,0.000370871,Metabolism,Global and overview maps
16,NPR1,Metabolic pathways,PCBD1,3.78e-05,Metabolism,Global and overview maps
17,NPR1,Metabolic pathways,SIRT1,0.000922735,Metabolism,Global and overview maps
18,NPR1,Metabolic pathways,SIRT2,0.000922735,Metabolism,Global and overview maps
19,NPR1,Metabolic pathways,SIRT3,0.000922735,Metabolism,Global and overview maps
20,NPR1,Metabolic pathways,NME2,0.017860582,Metabolism,Global and overview maps
21,GUCY2C,Metabolic pathways,PTEN,8.21e-06,Metabolism,Global and overview maps
22,GUCY2C,Metabolic pathways,DNMT1,2.91e-05,Metabolism,Global and overview maps
23,GUCY2C,Metabolic pathways,DNMT3A,2.91e-05,Metabolism,Global and overview maps
24,GUCY2C,Metabolic pathways,ENO1,0.000370871,Metabolism,Global and overview maps
25,GUCY2C,Metabolic pathways,PCBD1,3.78e-05,Metabolism,Global and overview maps
26,GUCY2C,Metabolic pathways,SIRT1,0.000922735,Metabolism,Global and overview maps
27,GUCY2C,Metabolic pathways,SIRT2,0.000922735,Metabolism,Global and overview maps
28,GUCY2C,Metabolic pathways,SIRT3,0.000922735,Metabolism,Global and overview maps
29,GUCY2C,Metabolic pathways,NME2,0.017860582,Metabolism,Global and overview maps
30,FGFR2,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
31,FGFR2,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
32,FGFR2,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
33,FGFR2,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
34,FGFR2,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
35,FGFR2,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
36,FGFR2,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
37,FGFR2,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
38,FGFR2,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
39,FGFR2,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
40,FGFR2,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
41,EGFR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
42,EGFR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
43,EGFR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
44,EGFR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
45,EGFR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
46,EGFR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
47,EGFR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
48,EGFR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
49,EGFR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
50,EGFR,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
51,EGFR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
52,PDGFRB,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
53,PDGFRB,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
54,PDGFRB,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
55,PDGFRB,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
56,PDGFRB,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
57,PDGFRB,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
58,PDGFRB,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
59,PDGFRB,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
60,PDGFRB,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
61,PDGFRB,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
62,PDGFRB,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
63,MET,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
64,MET,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
65,MET,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
66,MET,EGFR tyrosine kinase inhibitor resistance,EGFR,0.018683816,Human Diseases,Drug resistance: antineoplastic
67,MET,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
68,MET,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
69,MET,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
70,MET,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
71,MET,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
72,MET,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
73,MET,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
74,MET,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
75,ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT1,0.031249497,Human Diseases,Drug resistance: antineoplastic
76,ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT2,0.031249497,Human Diseases,Drug resistance: antineoplastic
77,ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT3,0.031249497,Human Diseases,Drug resistance: antineoplastic
78,ERBB3,EGFR tyrosine kinase inhibitor resistance,EGFR,0.079631243,Human Diseases,Drug resistance: antineoplastic
79,ERBB3,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.01081719,Human Diseases,Drug resistance: antineoplastic
80,ERBB3,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.042675768,Human Diseases,Drug resistance: antineoplastic
81,ERBB3,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.042675768,Human Diseases,Drug resistance: antineoplastic
82,ERBB3,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.032491343,Human Diseases,Drug resistance: antineoplastic
83,ERBB3,EGFR tyrosine kinase inhibitor resistance,SOS1,0.029580807,Human Diseases,Drug resistance: antineoplastic
84,ERBB3,EGFR tyrosine kinase inhibitor resistance,SOS2,0.029580807,Human Diseases,Drug resistance: antineoplastic
85,ERBB3,EGFR tyrosine kinase inhibitor resistance,SRC,0.035915503,Human Diseases,Drug resistance: antineoplastic
86,ERBB3,EGFR tyrosine kinase inhibitor resistance,STAT3,0.032491343,Human Diseases,Drug resistance: antineoplastic
87,PDGFRA,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
88,PDGFRA,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
89,PDGFRA,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
90,PDGFRA,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
91,PDGFRA,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
92,PDGFRA,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
93,PDGFRA,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
94,PDGFRA,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
95,PDGFRA,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
96,PDGFRA,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
97,PDGFRA,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
98,AXL,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
99,AXL,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
100,AXL,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
101,AXL,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
102,AXL,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
103,AXL,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
104,AXL,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
105,AXL,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
106,AXL,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
107,AXL,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
108,AXL,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
109,IGF1R,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
110,IGF1R,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
111,IGF1R,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
112,IGF1R,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
113,IGF1R,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
114,IGF1R,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
115,IGF1R,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
116,IGF1R,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
117,IGF1R,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
118,IGF1R,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
119,IGF1R,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
120,KDR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
121,KDR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
122,KDR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
123,KDR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
124,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
125,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
126,KDR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
127,KDR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
128,KDR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
129,KDR,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
130,KDR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
131,FGFR3,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
132,FGFR3,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
133,FGFR3,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
134,FGFR3,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
135,FGFR3,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
136,FGFR3,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
137,FGFR3,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
138,FGFR3,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
139,FGFR3,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
140,FGFR3,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
141,FGFR3,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
142,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
143,EGFR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
144,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
145,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
146,EGFR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
147,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
148,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
149,EGFR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
150,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
151,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
152,EGFR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
153,ERBB2,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
154,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
155,EGFR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
156,ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
157,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
158,EGFR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
159,ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
160,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
161,EGFR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
162,ERBB2,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
163,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
164,EGFR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
165,ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
166,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
167,EGFR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
168,ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
169,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
170,EGFR,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
171,ERBB2,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
172,EGFR_ERBB2,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
173,EGFR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
174,ERBB2,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
175,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
176,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
177,ERBB4,EGFR tyrosine kinase inhibitor resistance,AKT1,0.03378324,Human Diseases,Drug resistance: antineoplastic
178,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
179,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
180,ERBB4,EGFR tyrosine kinase inhibitor resistance,AKT2,0.03378324,Human Diseases,Drug resistance: antineoplastic
181,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
182,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
183,ERBB4,EGFR tyrosine kinase inhibitor resistance,AKT3,0.03378324,Human Diseases,Drug resistance: antineoplastic
184,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
185,ERBB2,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
186,ERBB4,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.011694259,Human Diseases,Drug resistance: antineoplastic
187,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
188,ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
189,ERBB4,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.046135966,Human Diseases,Drug resistance: antineoplastic
190,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
191,ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
192,ERBB4,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.046135966,Human Diseases,Drug resistance: antineoplastic
193,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
194,ERBB2,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
195,ERBB4,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.035125776,Human Diseases,Drug resistance: antineoplastic
196,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
197,ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
198,ERBB4,EGFR tyrosine kinase inhibitor resistance,SOS1,0.031979251,Human Diseases,Drug resistance: antineoplastic
199,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
200,ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
201,ERBB4,EGFR tyrosine kinase inhibitor resistance,SOS2,0.031979251,Human Diseases,Drug resistance: antineoplastic
202,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
203,ERBB2,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
204,ERBB4,EGFR tyrosine kinase inhibitor resistance,SRC,0.038827571,Human Diseases,Drug resistance: antineoplastic
205,ERBB2_ERBB4,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
206,ERBB2,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
207,ERBB4,EGFR tyrosine kinase inhibitor resistance,STAT3,0.035125776,Human Diseases,Drug resistance: antineoplastic
208,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT1,0.031249497,Human Diseases,Drug resistance: antineoplastic
209,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT1,0.031249497,Human Diseases,Drug resistance: antineoplastic
210,ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT1,0.031249497,Human Diseases,Drug resistance: antineoplastic
211,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT2,0.031249497,Human Diseases,Drug resistance: antineoplastic
212,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT2,0.031249497,Human Diseases,Drug resistance: antineoplastic
213,ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT2,0.031249497,Human Diseases,Drug resistance: antineoplastic
214,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT3,0.031249497,Human Diseases,Drug resistance: antineoplastic
215,ERBB2,EGFR tyrosine kinase inhibitor resistance,AKT3,0.031249497,Human Diseases,Drug resistance: antineoplastic
216,ERBB3,EGFR tyrosine kinase inhibitor resistance,AKT3,0.031249497,Human Diseases,Drug resistance: antineoplastic
217,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,EGFR,0.079631243,Human Diseases,Drug resistance: antineoplastic
218,ERBB2,EGFR tyrosine kinase inhibitor resistance,EGFR,0.079631243,Human Diseases,Drug resistance: antineoplastic
219,ERBB3,EGFR tyrosine kinase inhibitor resistance,EGFR,0.079631243,Human Diseases,Drug resistance: antineoplastic
220,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.01081719,Human Diseases,Drug resistance: antineoplastic
221,ERBB2,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.01081719,Human Diseases,Drug resistance: antineoplastic
222,ERBB3,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.01081719,Human Diseases,Drug resistance: antineoplastic
223,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.042675768,Human Diseases,Drug resistance: antineoplastic
224,ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.042675768,Human Diseases,Drug resistance: antineoplastic
225,ERBB3,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.042675768,Human Diseases,Drug resistance: antineoplastic
226,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.042675768,Human Diseases,Drug resistance: antineoplastic
227,ERBB2,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.042675768,Human Diseases,Drug resistance: antineoplastic
228,ERBB3,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.042675768,Human Diseases,Drug resistance: antineoplastic
229,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.032491343,Human Diseases,Drug resistance: antineoplastic
230,ERBB2,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.032491343,Human Diseases,Drug resistance: antineoplastic
231,ERBB3,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.032491343,Human Diseases,Drug resistance: antineoplastic
232,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,SOS1,0.029580807,Human Diseases,Drug resistance: antineoplastic
233,ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS1,0.029580807,Human Diseases,Drug resistance: antineoplastic
234,ERBB3,EGFR tyrosine kinase inhibitor resistance,SOS1,0.029580807,Human Diseases,Drug resistance: antineoplastic
