,receptor,pathway,tf,tf_PPR,category,subcategory
44932,ERBB2,Non-small cell lung cancer,MAPK3,0.042810793,Human Diseases,Cancer: specific types
44933,ERBB4,Non-small cell lung cancer,MAPK3,0.042810793,Human Diseases,Cancer: specific types
44934,ERBB2_ERBB4,Non-small cell lung cancer,PRKCA,0.039394553,Human Diseases,Cancer: specific types
44935,ERBB2,Non-small cell lung cancer,PRKCA,0.039394553,Human Diseases,Cancer: specific types
44936,ERBB4,Non-small cell lung cancer,PRKCA,0.039394553,Human Diseases,Cancer: specific types
44937,ERBB2_ERBB4,Non-small cell lung cancer,RB1,0.136271614,Human Diseases,Cancer: specific types
44938,ERBB2,Non-small cell lung cancer,RB1,0.136271614,Human Diseases,Cancer: specific types
44939,ERBB4,Non-small cell lung cancer,RB1,0.136271614,Human Diseases,Cancer: specific types
44940,ERBB2_ERBB4,Non-small cell lung cancer,SOS1,0.040346434,Human Diseases,Cancer: specific types
44941,ERBB2,Non-small cell lung cancer,SOS1,0.040346434,Human Diseases,Cancer: specific types
44942,ERBB4,Non-small cell lung cancer,SOS1,0.040346434,Human Diseases,Cancer: specific types
44943,ERBB2_ERBB4,Non-small cell lung cancer,SOS2,0.040346434,Human Diseases,Cancer: specific types
44944,ERBB2,Non-small cell lung cancer,SOS2,0.040346434,Human Diseases,Cancer: specific types
44945,ERBB4,Non-small cell lung cancer,SOS2,0.040346434,Human Diseases,Cancer: specific types
44946,ERBB2_ERBB3,Non-small cell lung cancer,AKT1,0.046504973,Human Diseases,Cancer: specific types
44947,ERBB2,Non-small cell lung cancer,AKT1,0.046504973,Human Diseases,Cancer: specific types
44948,ERBB3,Non-small cell lung cancer,AKT1,0.046504973,Human Diseases,Cancer: specific types
44949,ERBB2_ERBB3,Non-small cell lung cancer,AKT2,0.046504973,Human Diseases,Cancer: specific types
44950,ERBB2,Non-small cell lung cancer,AKT2,0.046504973,Human Diseases,Cancer: specific types
44951,ERBB3,Non-small cell lung cancer,AKT2,0.046504973,Human Diseases,Cancer: specific types
44952,ERBB2_ERBB3,Non-small cell lung cancer,AKT3,0.046504973,Human Diseases,Cancer: specific types
44953,ERBB2,Non-small cell lung cancer,AKT3,0.046504973,Human Diseases,Cancer: specific types
44954,ERBB3,Non-small cell lung cancer,AKT3,0.046504973,Human Diseases,Cancer: specific types
44955,ERBB2_ERBB3,Non-small cell lung cancer,CCND1,0.041388715,Human Diseases,Cancer: specific types
44956,ERBB2,Non-small cell lung cancer,CCND1,0.041388715,Human Diseases,Cancer: specific types
44957,ERBB3,Non-small cell lung cancer,CCND1,0.041388715,Human Diseases,Cancer: specific types
44958,ERBB2_ERBB3,Non-small cell lung cancer,E2F1,0.117255177,Human Diseases,Cancer: specific types
44959,ERBB2,Non-small cell lung cancer,E2F1,0.117255177,Human Diseases,Cancer: specific types
44960,ERBB3,Non-small cell lung cancer,E2F1,0.117255177,Human Diseases,Cancer: specific types
44961,ERBB2_ERBB3,Non-small cell lung cancer,E2F2,0.117255177,Human Diseases,Cancer: specific types
44962,ERBB2,Non-small cell lung cancer,E2F2,0.117255177,Human Diseases,Cancer: specific types
44963,ERBB3,Non-small cell lung cancer,E2F2,0.117255177,Human Diseases,Cancer: specific types
44964,ERBB2_ERBB3,Non-small cell lung cancer,E2F3,0.117255177,Human Diseases,Cancer: specific types
44965,ERBB2,Non-small cell lung cancer,E2F3,0.117255177,Human Diseases,Cancer: specific types
44966,ERBB3,Non-small cell lung cancer,E2F3,0.117255177,Human Diseases,Cancer: specific types
44967,ERBB2_ERBB3,Non-small cell lung cancer,FOXO3,0.040953533,Human Diseases,Cancer: specific types
44968,ERBB2,Non-small cell lung cancer,FOXO3,0.040953533,Human Diseases,Cancer: specific types
44969,ERBB3,Non-small cell lung cancer,FOXO3,0.040953533,Human Diseases,Cancer: specific types
44970,ERBB2_ERBB3,Non-small cell lung cancer,MAPK1,0.042810793,Human Diseases,Cancer: specific types
44971,ERBB2,Non-small cell lung cancer,MAPK1,0.042810793,Human Diseases,Cancer: specific types
44972,ERBB3,Non-small cell lung cancer,MAPK1,0.042810793,Human Diseases,Cancer: specific types
44973,ERBB2_ERBB3,Non-small cell lung cancer,MAPK3,0.042810793,Human Diseases,Cancer: specific types
44974,ERBB2,Non-small cell lung cancer,MAPK3,0.042810793,Human Diseases,Cancer: specific types
44975,ERBB3,Non-small cell lung cancer,MAPK3,0.042810793,Human Diseases,Cancer: specific types
44976,ERBB2_ERBB3,Non-small cell lung cancer,PRKCA,0.039394553,Human Diseases,Cancer: specific types
44977,ERBB2,Non-small cell lung cancer,PRKCA,0.039394553,Human Diseases,Cancer: specific types
44978,ERBB3,Non-small cell lung cancer,PRKCA,0.039394553,Human Diseases,Cancer: specific types
44979,ERBB2_ERBB3,Non-small cell lung cancer,RB1,0.136271614,Human Diseases,Cancer: specific types
44980,ERBB2,Non-small cell lung cancer,RB1,0.136271614,Human Diseases,Cancer: specific types
44981,ERBB3,Non-small cell lung cancer,RB1,0.136271614,Human Diseases,Cancer: specific types
44982,ERBB2_ERBB3,Non-small cell lung cancer,SOS1,0.040346434,Human Diseases,Cancer: specific types
44983,ERBB2,Non-small cell lung cancer,SOS1,0.040346434,Human Diseases,Cancer: specific types
44984,ERBB3,Non-small cell lung cancer,SOS1,0.040346434,Human Diseases,Cancer: specific types
44985,ERBB2_ERBB3,Non-small cell lung cancer,SOS2,0.040346434,Human Diseases,Cancer: specific types
44986,ERBB2,Non-small cell lung cancer,SOS2,0.040346434,Human Diseases,Cancer: specific types
44987,ERBB3,Non-small cell lung cancer,SOS2,0.040346434,Human Diseases,Cancer: specific types
44988,EGFR,Breast cancer,AKT1,0.065659129,Human Diseases,Cancer: specific types
44989,EGFR,Breast cancer,AKT2,0.065659129,Human Diseases,Cancer: specific types
44990,EGFR,Breast cancer,AKT3,0.065659129,Human Diseases,Cancer: specific types
44991,EGFR,Breast cancer,MAPK1,0.035825927,Human Diseases,Cancer: specific types
44992,EGFR,Breast cancer,MAPK3,0.035825927,Human Diseases,Cancer: specific types
44993,EGFR,Breast cancer,SOS1,0.05636773,Human Diseases,Cancer: specific types
44994,EGFR,Breast cancer,SOS2,0.05636773,Human Diseases,Cancer: specific types
44995,NOTCH2,Breast cancer,AKT1,0.033415758,Human Diseases,Cancer: specific types
44996,NOTCH2,Breast cancer,AKT2,0.033415758,Human Diseases,Cancer: specific types
44997,NOTCH2,Breast cancer,AKT3,0.033415758,Human Diseases,Cancer: specific types
44998,NOTCH2,Breast cancer,CCND1,0.016702766,Human Diseases,Cancer: specific types
44999,NOTCH2,Breast cancer,CDKN1A,0.011782277,Human Diseases,Cancer: specific types
45000,NOTCH2,Breast cancer,E2F1,0.061527698,Human Diseases,Cancer: specific types
45001,NOTCH2,Breast cancer,E2F2,0.061527698,Human Diseases,Cancer: specific types
45002,NOTCH2,Breast cancer,E2F3,0.061527698,Human Diseases,Cancer: specific types
45003,NOTCH2,Breast cancer,HES1,0.046624467,Human Diseases,Cancer: specific types
45004,NOTCH2,Breast cancer,MAPK1,0.023841897,Human Diseases,Cancer: specific types
45005,NOTCH2,Breast cancer,MAPK3,0.023841897,Human Diseases,Cancer: specific types
45006,NOTCH2,Breast cancer,MYC,0.016702766,Human Diseases,Cancer: specific types
45007,NOTCH2,Breast cancer,NFKB2,0.010632207,Human Diseases,Cancer: specific types
45008,NOTCH2,Breast cancer,RB1,0.069201942,Human Diseases,Cancer: specific types
45009,NOTCH2,Breast cancer,SOS1,0.029154322,Human Diseases,Cancer: specific types
45010,NOTCH2,Breast cancer,SOS2,0.029154322,Human Diseases,Cancer: specific types
45011,NOTCH2,Breast cancer,HEY1,0.046624467,Human Diseases,Cancer: specific types
45012,NOTCH2,Breast cancer,HEY2,0.046624467,Human Diseases,Cancer: specific types
45013,NOTCH2,Breast cancer,HEYL,0.046624467,Human Diseases,Cancer: specific types
45014,FGFR1,Breast cancer,AKT1,0.065659129,Human Diseases,Cancer: specific types
45015,FGFR1,Breast cancer,AKT2,0.065659129,Human Diseases,Cancer: specific types
45016,FGFR1,Breast cancer,AKT3,0.065659129,Human Diseases,Cancer: specific types
45017,FGFR1,Breast cancer,MAPK1,0.035825927,Human Diseases,Cancer: specific types
45018,FGFR1,Breast cancer,MAPK3,0.035825927,Human Diseases,Cancer: specific types
45019,FGFR1,Breast cancer,SOS1,0.05636773,Human Diseases,Cancer: specific types
45020,FGFR1,Breast cancer,SOS2,0.05636773,Human Diseases,Cancer: specific types
45021,FZD2,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45022,FZD2,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45023,FZD2,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45024,FZD2,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45025,FZD2,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45026,FZD2,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45027,FZD2,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45028,FZD2,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45029,FZD2,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45030,FZD2,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45031,FZD2,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45032,FZD2,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45033,NOTCH1,Breast cancer,AKT1,0.033415758,Human Diseases,Cancer: specific types
45034,NOTCH1,Breast cancer,AKT2,0.033415758,Human Diseases,Cancer: specific types
45035,NOTCH1,Breast cancer,AKT3,0.033415758,Human Diseases,Cancer: specific types
45036,NOTCH1,Breast cancer,CCND1,0.016702766,Human Diseases,Cancer: specific types
45037,NOTCH1,Breast cancer,CDKN1A,0.011782277,Human Diseases,Cancer: specific types
45038,NOTCH1,Breast cancer,E2F1,0.061527698,Human Diseases,Cancer: specific types
45039,NOTCH1,Breast cancer,E2F2,0.061527698,Human Diseases,Cancer: specific types
45040,NOTCH1,Breast cancer,E2F3,0.061527698,Human Diseases,Cancer: specific types
45041,NOTCH1,Breast cancer,HES1,0.046624467,Human Diseases,Cancer: specific types
45042,NOTCH1,Breast cancer,MAPK1,0.023841897,Human Diseases,Cancer: specific types
45043,NOTCH1,Breast cancer,MAPK3,0.023841897,Human Diseases,Cancer: specific types
45044,NOTCH1,Breast cancer,MYC,0.016702766,Human Diseases,Cancer: specific types
45045,NOTCH1,Breast cancer,NFKB2,0.010632207,Human Diseases,Cancer: specific types
45046,NOTCH1,Breast cancer,RB1,0.069201942,Human Diseases,Cancer: specific types
45047,NOTCH1,Breast cancer,SOS1,0.029154322,Human Diseases,Cancer: specific types
45048,NOTCH1,Breast cancer,SOS2,0.029154322,Human Diseases,Cancer: specific types
45049,NOTCH1,Breast cancer,HEY1,0.046624467,Human Diseases,Cancer: specific types
45050,NOTCH1,Breast cancer,HEY2,0.046624467,Human Diseases,Cancer: specific types
45051,NOTCH1,Breast cancer,HEYL,0.046624467,Human Diseases,Cancer: specific types
45052,IGF1R,Breast cancer,AKT1,0.065659129,Human Diseases,Cancer: specific types
45053,IGF1R,Breast cancer,AKT2,0.065659129,Human Diseases,Cancer: specific types
45054,IGF1R,Breast cancer,AKT3,0.065659129,Human Diseases,Cancer: specific types
45055,IGF1R,Breast cancer,MAPK1,0.035825927,Human Diseases,Cancer: specific types
45056,IGF1R,Breast cancer,MAPK3,0.035825927,Human Diseases,Cancer: specific types
45057,IGF1R,Breast cancer,SOS1,0.05636773,Human Diseases,Cancer: specific types
45058,IGF1R,Breast cancer,SOS2,0.05636773,Human Diseases,Cancer: specific types
45059,NOTCH3,Breast cancer,AKT1,0.033415758,Human Diseases,Cancer: specific types
45060,NOTCH3,Breast cancer,AKT2,0.033415758,Human Diseases,Cancer: specific types
45061,NOTCH3,Breast cancer,AKT3,0.033415758,Human Diseases,Cancer: specific types
45062,NOTCH3,Breast cancer,CCND1,0.016702766,Human Diseases,Cancer: specific types
45063,NOTCH3,Breast cancer,CDKN1A,0.011782277,Human Diseases,Cancer: specific types
45064,NOTCH3,Breast cancer,E2F1,0.061527698,Human Diseases,Cancer: specific types
45065,NOTCH3,Breast cancer,E2F2,0.061527698,Human Diseases,Cancer: specific types
45066,NOTCH3,Breast cancer,E2F3,0.061527698,Human Diseases,Cancer: specific types
45067,NOTCH3,Breast cancer,HES1,0.046624467,Human Diseases,Cancer: specific types
45068,NOTCH3,Breast cancer,MAPK1,0.023841897,Human Diseases,Cancer: specific types
45069,NOTCH3,Breast cancer,MAPK3,0.023841897,Human Diseases,Cancer: specific types
45070,NOTCH3,Breast cancer,MYC,0.016702766,Human Diseases,Cancer: specific types
45071,NOTCH3,Breast cancer,NFKB2,0.010632207,Human Diseases,Cancer: specific types
45072,NOTCH3,Breast cancer,RB1,0.069201942,Human Diseases,Cancer: specific types
45073,NOTCH3,Breast cancer,SOS1,0.029154322,Human Diseases,Cancer: specific types
45074,NOTCH3,Breast cancer,SOS2,0.029154322,Human Diseases,Cancer: specific types
45075,NOTCH3,Breast cancer,HEY1,0.046624467,Human Diseases,Cancer: specific types
45076,NOTCH3,Breast cancer,HEY2,0.046624467,Human Diseases,Cancer: specific types
45077,NOTCH3,Breast cancer,HEYL,0.046624467,Human Diseases,Cancer: specific types
45078,KIT,Breast cancer,AKT1,0.065659129,Human Diseases,Cancer: specific types
45079,KIT,Breast cancer,AKT2,0.065659129,Human Diseases,Cancer: specific types
45080,KIT,Breast cancer,AKT3,0.065659129,Human Diseases,Cancer: specific types
45081,KIT,Breast cancer,MAPK1,0.035825927,Human Diseases,Cancer: specific types
45082,KIT,Breast cancer,MAPK3,0.035825927,Human Diseases,Cancer: specific types
45083,KIT,Breast cancer,SOS1,0.05636773,Human Diseases,Cancer: specific types
45084,KIT,Breast cancer,SOS2,0.05636773,Human Diseases,Cancer: specific types
45085,JAG1,Breast cancer,AKT1,0.028403394,Human Diseases,Cancer: specific types
45086,JAG1,Breast cancer,AKT2,0.028403394,Human Diseases,Cancer: specific types
45087,JAG1,Breast cancer,AKT3,0.028403394,Human Diseases,Cancer: specific types
45088,JAG1,Breast cancer,CCND1,0.014197351,Human Diseases,Cancer: specific types
45089,JAG1,Breast cancer,CDKN1A,0.010014936,Human Diseases,Cancer: specific types
45090,JAG1,Breast cancer,E2F1,0.052298544,Human Diseases,Cancer: specific types
45091,JAG1,Breast cancer,E2F2,0.052298544,Human Diseases,Cancer: specific types
45092,JAG1,Breast cancer,E2F3,0.052298544,Human Diseases,Cancer: specific types
45093,JAG1,Breast cancer,HES1,0.039630797,Human Diseases,Cancer: specific types
45094,JAG1,Breast cancer,MAPK1,0.020265613,Human Diseases,Cancer: specific types
45095,JAG1,Breast cancer,MAPK3,0.020265613,Human Diseases,Cancer: specific types
45096,JAG1,Breast cancer,MYC,0.014197351,Human Diseases,Cancer: specific types
45097,JAG1,Breast cancer,NFKB2,0.009037376,Human Diseases,Cancer: specific types
45098,JAG1,Breast cancer,NOTCH2,0.13175526,Human Diseases,Cancer: specific types
45099,JAG1,Breast cancer,NOTCH3,0.13175526,Human Diseases,Cancer: specific types
45100,JAG1,Breast cancer,NOTCH4,0.13175526,Human Diseases,Cancer: specific types
45101,JAG1,Breast cancer,RB1,0.058821651,Human Diseases,Cancer: specific types
45102,JAG1,Breast cancer,SOS1,0.024781174,Human Diseases,Cancer: specific types
45103,JAG1,Breast cancer,SOS2,0.024781174,Human Diseases,Cancer: specific types
45104,JAG1,Breast cancer,HEY1,0.039630797,Human Diseases,Cancer: specific types
45105,JAG1,Breast cancer,HEY2,0.039630797,Human Diseases,Cancer: specific types
45106,JAG1,Breast cancer,HEYL,0.039630797,Human Diseases,Cancer: specific types
45107,NOTCH4,Breast cancer,AKT1,0.033415758,Human Diseases,Cancer: specific types
45108,NOTCH4,Breast cancer,AKT2,0.033415758,Human Diseases,Cancer: specific types
45109,NOTCH4,Breast cancer,AKT3,0.033415758,Human Diseases,Cancer: specific types
45110,NOTCH4,Breast cancer,CCND1,0.016702766,Human Diseases,Cancer: specific types
45111,NOTCH4,Breast cancer,CDKN1A,0.011782277,Human Diseases,Cancer: specific types
45112,NOTCH4,Breast cancer,E2F1,0.061527698,Human Diseases,Cancer: specific types
45113,NOTCH4,Breast cancer,E2F2,0.061527698,Human Diseases,Cancer: specific types
45114,NOTCH4,Breast cancer,E2F3,0.061527698,Human Diseases,Cancer: specific types
45115,NOTCH4,Breast cancer,HES1,0.046624467,Human Diseases,Cancer: specific types
45116,NOTCH4,Breast cancer,MAPK1,0.023841897,Human Diseases,Cancer: specific types
45117,NOTCH4,Breast cancer,MAPK3,0.023841897,Human Diseases,Cancer: specific types
45118,NOTCH4,Breast cancer,MYC,0.016702766,Human Diseases,Cancer: specific types
45119,NOTCH4,Breast cancer,NFKB2,0.010632207,Human Diseases,Cancer: specific types
45120,NOTCH4,Breast cancer,RB1,0.069201942,Human Diseases,Cancer: specific types
45121,NOTCH4,Breast cancer,SOS1,0.029154322,Human Diseases,Cancer: specific types
45122,NOTCH4,Breast cancer,SOS2,0.029154322,Human Diseases,Cancer: specific types
45123,NOTCH4,Breast cancer,HEY1,0.046624467,Human Diseases,Cancer: specific types
45124,NOTCH4,Breast cancer,HEY2,0.046624467,Human Diseases,Cancer: specific types
45125,NOTCH4,Breast cancer,HEYL,0.046624467,Human Diseases,Cancer: specific types
45126,FZD6,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45127,FZD6,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45128,FZD6,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45129,FZD6,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45130,FZD6,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45131,FZD6,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45132,FZD6,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45133,FZD6,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45134,FZD6,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45135,FZD6,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45136,FZD6,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45137,FZD6,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45138,FZD8,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45139,FZD8,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45140,FZD8,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45141,FZD8,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45142,FZD8,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45143,FZD8,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45144,FZD8,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45145,FZD8,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45146,FZD8,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45147,FZD8,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45148,FZD8,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45149,FZD8,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45150,FZD9,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45151,FZD9,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45152,FZD9,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45153,FZD9,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45154,FZD9,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45155,FZD9,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45156,FZD9,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45157,FZD9,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45158,FZD9,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45159,FZD9,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45160,FZD9,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45161,FZD9,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45162,FZD7,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45163,FZD7,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45164,FZD7,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45165,FZD7,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45166,FZD7,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45167,FZD7,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45168,FZD7,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45169,FZD7,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45170,FZD7,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45171,FZD7,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45172,FZD7,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45173,FZD7,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45174,FZD5,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45175,FZD5,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45176,FZD5,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45177,FZD5,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45178,FZD5,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45179,FZD5,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45180,FZD5,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45181,FZD5,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45182,FZD5,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45183,FZD5,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45184,FZD5,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45185,FZD5,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45186,FZD4,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45187,FZD4,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45188,FZD4,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45189,FZD4,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45190,FZD4,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45191,FZD4,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45192,FZD4,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45193,FZD4,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45194,FZD4,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45195,FZD4,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45196,FZD4,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45197,FZD4,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45198,FZD1,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45199,FZD1,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45200,FZD1,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45201,FZD1,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45202,FZD1,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45203,FZD1,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45204,FZD1,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45205,FZD1,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45206,FZD1,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45207,FZD1,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45208,FZD1,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45209,FZD1,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45210,FZD10,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45211,FZD10,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45212,FZD10,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45213,FZD10,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45214,FZD10,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45215,FZD10,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45216,FZD10,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45217,FZD10,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45218,FZD10,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45219,FZD10,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45220,FZD10,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45221,FZD10,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45222,FZD3,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45223,FZD3,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45224,FZD3,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45225,FZD3,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45226,FZD3,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45227,FZD3,Breast cancer,E2F3,0.044143996,Human Diseases,Cancer: specific types
45228,FZD3,Breast cancer,LEF1,0.035380768,Human Diseases,Cancer: specific types
45229,FZD3,Breast cancer,MYC,0.015797864,Human Diseases,Cancer: specific types
45230,FZD3,Breast cancer,RB1,0.051402474,Human Diseases,Cancer: specific types
45231,FZD3,Breast cancer,TCF7,0.035380768,Human Diseases,Cancer: specific types
45232,FZD3,Breast cancer,TCF7L1,0.035380768,Human Diseases,Cancer: specific types
45233,FZD3,Breast cancer,TCF7L2,0.035380768,Human Diseases,Cancer: specific types
45234,FZD1_LRP5,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45235,FZD1,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45236,LRP5,Breast cancer,APC,0.035380768,Human Diseases,Cancer: specific types
45237,FZD1_LRP5,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45238,FZD1,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45239,LRP5,Breast cancer,CCND1,0.015797864,Human Diseases,Cancer: specific types
45240,FZD1_LRP5,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45241,FZD1,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45242,LRP5,Breast cancer,CTNNB1,0.082185589,Human Diseases,Cancer: specific types
45243,FZD1_LRP5,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45244,FZD1,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45245,LRP5,Breast cancer,E2F1,0.044143996,Human Diseases,Cancer: specific types
45246,FZD1_LRP5,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
45247,FZD1,Breast cancer,E2F2,0.044143996,Human Diseases,Cancer: specific types
