	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
VEN_107_set31__681	-0.2000	-0.4866	-0.7111	0.3603	-0.5915	-0.0918	0.5130	-0.4430	0.0932	-0.1215
VEN_107_set31__787	0.2679	0.1398	-0.3919	0.3386	-0.4489	0.2190	0.2424	0.2843	0.3213	0.1607
VEN_107_set31__820	-0.6632	-0.9060	-1.1473	-1.0240	-1.2153	-0.5211	-0.2422	-0.4622	-0.5813	-0.3653
VEN_107_set32__113	0.2539	0.2864	0.7590	0.1559	0.7965	0.2530	0.1651	0.4006	0.1888	0.2477
VEN_107_set32__171	0.2066	0.2202	0.6216	0.1046	0.6429	0.2660	0.1873	0.2578	0.1810	0.3186
VEN_107_set32__186	-0.2134	-0.1071	0.2966	-0.2880	0.3378	-0.1273	-0.2199	-0.1994	-0.1831	-0.0837
VEN_107_set32__199	-0.0421	0.0058	0.4468	-0.2402	0.5306	0.0033	-0.0968	0.0246	-0.0574	0.0204
VEN_107_set32__222	0.2916	0.3207	0.7663	0.0721	0.8213	0.2788	0.2204	0.3950	0.2354	0.2862
VEN_107_set32__358	0.2363	0.2892	0.7135	0.1319	0.7853	0.2280	0.1907	0.3227	0.1980	0.2523
VEN_107_set32__400	0.1521	0.0704	0.6933	0.4391	0.7047	0.0760	0.0816	0.2254	0.1117	0.2940
VEN_107_set32__418	-0.2229	-0.0646	0.0842	-0.4522	0.0943	-0.1254	-0.2267	-0.0997	-0.1996	-0.1302
VEN_107_set32__448	0.2646	0.2915	0.7137	0.1271	0.7963	0.2676	0.2531	0.3706	0.1932	0.2925
VEN_107_set32__465	-0.5897	-0.1201	-0.4810	-0.7419	-0.3242	-0.2802	-0.3851	-0.8795	-0.7379	-0.7601
VEN_107_set32__475	0.0598	0.1018	0.4708	-0.0385	0.4995	0.0850	-0.0271	0.1432	0.0633	0.1016
VEN_107_set32__600	-0.2846	-0.2625	-0.6631	-0.2709	-0.7574	-0.2597	-0.1714	-0.2389	-0.1687	-0.3358
VEN_107_set32__634	0.2705	0.2735	0.7614	0.2133	0.8090	0.2569	0.2374	0.3599	0.2248	0.2444
VEN_107_set32__748	-0.1191	-0.1650	0.3076	0.0427	0.4078	-0.0072	-0.1727	-0.1182	-0.1415	-0.1004
VEN_107_set32__772	-0.1526	-0.0733	0.0884	-0.4870	0.1468	-0.1311	-0.1488	-0.1604	-0.2482	-0.0107
VEN_107_set32__8	0.4268	0.4017	-0.2993	0.8782	-0.2848	0.4106	0.5157	0.3034	0.5317	0.2819
VEN_107_set3__137	0.3229	0.1255	0.6060	0.1526	0.6378	0.2120	0.2277	0.1771	0.1749	0.2675
VEN_107_set3__162	-0.1050	-0.2604	0.1978	-0.3106	0.2891	-0.2049	-0.1577	-0.0768	-0.2258	-0.1286
VEN_107_set4__52	-0.2456	-0.2913	-0.4944	-0.1701	-0.7015	-0.2465	-0.2659	-0.1909	-0.2632	-0.3989
VEN_107_set4__54	0.1800	0.1898	-0.2945	0.3407	-0.4300	0.1477	0.2066	0.0115	0.2160	0.1322
VEN_107_set4__62	-0.3472	-0.4143	-0.4730	0.3250	-0.6623	-0.3046	-0.3020	-0.3296	-0.1380	-0.2041
VEN_107_set5__191	-0.0345	-0.1111	-0.0276	-0.1025	-0.0733	0.0215	0.0373	0.0448	-0.0589	0.0360
VEN_107_set5__216	-0.0316	-0.0430	0.3282	-0.3795	0.3602	-0.0409	-0.1356	0.0769	-0.0548	0.0346
VEN_107_set5__322	0.5416	0.5205	0.8581	0.0860	0.9695	0.3781	0.4484	0.5698	0.4395	0.5671
VEN_107_set5__340	-0.0050	0.0200	-0.6540	0.3505	-0.6504	-0.1186	0.1596	0.0135	0.0716	-0.1864
VEN_107_set5__447	0.5396	0.5191	0.8604	0.0329	0.9405	0.3867	0.4670	0.4957	0.3993	0.5276
VEN_107_set5__540	0.2969	0.3168	0.6888	-0.1456	0.8000	0.1920	0.2146	0.3494	0.2132	0.3457
VEN_107_set5__7	-0.0249	-0.0766	0.4344	-0.2606	0.5014	-0.0340	0.0146	0.0697	-0.0353	0.0440
VEN_107_set6__241	-1.0159	-0.7860	-0.7836	-1.2911	-0.8566	-1.0233	-0.9918	-1.0587	-0.9401	-0.8734
VEN_107_set6__371	0.2589	0.3081	0.7081	0.1901	0.7741	0.2944	0.1739	0.3315	0.2169	0.3305
VEN_107_set6__403	0.0073	0.1416	0.4513	0.0781	0.4336	0.1712	-0.0119	0.1925	0.0569	0.1857
VEN_107_set6__482	-0.0689	-0.0978	-0.4532	0.0616	-0.4389	-0.0314	0.1995	-0.1454	-0.0103	-0.0550
VEN_107_set6__575	-0.5621	-0.6256	-1.1046	-0.1630	-1.3993	-0.6644	-0.5996	-0.3926	-0.5179	-0.6095
VEN_107_set6__7	0.0641	0.0564	0.4397	-0.0777	0.5101	0.0690	0.0683	0.1153	0.0077	0.1834
VEN_107_set6__705	-0.0863	0.0108	-0.1783	-0.8101	-0.0420	-0.1736	-0.2126	-0.1432	-0.1500	-0.0762
VEN_107_set6__790	0.3071	0.2962	-0.3636	0.2695	-0.4278	0.2408	0.1274	0.2372	0.3835	0.3961
VEN_107_set6__86	0.3367	0.3487	0.8521	0.3152	0.8887	0.3721	0.3150	0.4733	0.2750	0.3304
VEN_107_set6__864	0.0762	0.1249	0.4491	-0.0202	0.4661	0.1683	-0.0356	0.1846	0.0858	0.1711
VEN_107_set6__885	0.3596	0.3808	0.7924	0.2206	0.8251	0.3174	0.3030	0.3753	0.3169	0.3486
VEN_107_set7__136	-0.0150	-0.0370	-0.5413	0.4050	-0.5959	-0.0193	0.0281	-0.0139	0.0193	-0.1729
VEN_107_set7__172	0.0436	0.0493	0.3687	-0.0783	0.4655	0.0064	0.0110	0.0643	-0.0223	0.0298
VEN_107_set7__19	0.0098	0.1538	0.3493	-0.3375	0.5645	0.0308	-0.0677	0.1543	-0.1103	-0.0064
VEN_107_set7__196	-0.3901	-0.3782	-0.8531	-0.2745	-0.9338	-0.2970	-0.3059	-0.2593	-0.2978	-0.4361
VEN_107_set7__211	-0.0493	0.1784	-0.3915	-0.0124	-0.6527	-0.0762	0.3042	0.0035	0.1324	0.0004
VEN_107_set7__29	0.0637	-0.0314	-0.6024	-0.1400	-0.5352	0.0933	-0.1207	-0.1128	0.0609	-0.1996
VEN_107_set7__66	0.1129	0.2498	-0.4150	0.4503	-0.5601	0.2482	0.2135	0.0643	0.1691	0.1719
VEN_107_set8__141	-0.3066	-0.1745	-0.6269	0.1643	-0.8141	-0.2169	-0.2816	-0.2815	-0.2119	-0.2329
VEN_107_set8__170	-0.0149	-0.0168	0.4513	-0.5578	0.3174	0.0686	0.0154	0.2378	-0.0047	-0.0348
VEN_107_set8__255	-0.2874	-0.6773	-0.6366	-0.1875	-1.0487	-0.5567	-0.2224	-0.5919	-0.1963	-0.4224
VEN_107_set8__273	-0.0823	-0.0563	0.3802	-0.4752	0.2747	-0.1313	-0.1403	-0.1275	-0.2169	-0.0318
VEN_107_set8__31	0.2869	0.3377	0.4450	0.0759	0.6249	0.1987	0.0996	0.2966	0.2407	0.3834
VEN_107_set8__324	-0.0246	-0.0671	0.3122	0.1703	0.3573	0.0292	-0.0756	0.0157	-0.0990	0.1680
VEN_107_set8__38	-0.0557	0.0194	0.3212	-0.1168	0.4438	-0.0003	-0.1064	-0.0419	-0.1188	0.0387
VEN_107_set8__472	-0.2169	-0.2582	0.1719	-0.5288	0.2204	-0.1795	-0.2265	-0.2074	-0.2770	-0.2062
VEN_107_set8__499	0.1464	0.1430	0.5477	-0.2314	0.5715	0.1031	0.0337	0.0804	0.0313	0.2761
VEN_107_set8__569	-0.0243	-0.0928	-0.7006	0.4091	-0.6505	-0.0616	-0.1480	-0.2411	0.0307	-0.0624
VEN_107_set8__624	-0.0998	-0.0050	0.2529	-0.3093	0.3027	-0.1322	-0.2239	-0.1149	-0.1834	-0.0315
VEN_107_set8__650	-0.2993	-0.1980	0.1096	-0.3083	0.2626	-0.2218	-0.3636	-0.2405	-0.3185	-0.1863
VEN_107_set8__742	-0.1304	-0.0900	-0.6568	-0.0490	-0.8602	-0.0360	0.1270	-0.0756	-0.0655	-0.5133
VEN_107_set8__751	0.5641	0.6986	-0.2861	0.5296	-0.3273	0.5105	0.3346	0.3018	0.5545	0.5354
VEN_107_set9__11	-0.1172	-0.8371	-0.3998	0.6450	-0.0265	-0.2249	-0.4747	0.4098	0.1241	-0.1279
VEN_107_set9__19	-0.2187	-0.2951	-0.7008	0.7401	-0.8923	-0.0336	-0.0416	-0.1572	-0.0347	0.0529
VEN_107_set9__198	0.4722	0.4496	0.8280	0.2695	0.9732	0.4015	0.3726	0.4838	0.4075	0.6135
VEN_107_set9__220	0.3182	0.4642	-0.1953	0.9727	-0.2056	0.4169	0.1770	0.2033	0.3844	0.4066
VEN_107_set9__314	-0.3944	-0.1508	-0.3658	-0.1496	-0.6128	-0.2469	-0.2954	-0.3973	-0.2437	-0.2309
VEN_107_set9__379	0.1886	0.2720	0.6608	-0.3260	0.6674	0.1387	-0.0151	0.0495	0.1348	0.2527
VEN_107_set9__384	0.1103	-0.0326	-0.4904	0.8663	-0.3607	0.2003	0.1125	0.0410	0.2427	0.2007
VEN_107_set9__390	-0.3919	-0.2741	0.0221	-0.1209	0.1575	-0.2868	-0.2257	-0.3939	-0.3788	-0.3168
VEN_107_set9__426	0.1816	0.2148	0.5797	0.0155	0.6628	0.0748	0.1315	0.2350	0.0660	0.2142
VEN_107_set9__432	0.4269	0.9690	0.9869	1.2393	1.1632	0.6585	0.5709	-0.0128	0.2391	0.3405
VEN_107_set9__435	0.0068	-0.0874	-0.4259	0.4612	-0.6675	0.0070	0.1024	-0.0652	0.0513	0.0487
VEN_107_set9__437	-0.0504	0.1357	0.4001	-0.1650	0.6951	-0.0405	-0.0718	-0.4450	-0.1237	0.0959
VEN_107_set9__445	0.0970	0.0126	0.3453	0.0684	0.4435	0.0028	-0.1668	-0.0930	-0.0609	0.2369
VEN_107_set9__45	0.5058	0.3932	0.7520	0.2813	0.8698	0.3833	0.3791	0.5813	0.4122	0.4446
VEN_107_set9__474	-0.2309	-0.3138	-0.2977	0.1071	0.0203	-0.2593	-0.0050	-0.2458	-0.1553	-0.1037
VEN_107_set9__527	0.0422	0.1670	0.4536	-0.0912	0.5594	0.0575	-0.0002	0.1546	-0.0488	0.0810
VEN_107_set9__54	0.1452	0.0875	0.3819	-0.0177	0.4868	0.1034	0.1057	-0.0370	0.0897	0.1512
VEN_107_set9__546	0.1309	0.2220	0.3198	-0.2191	0.5467	0.1198	0.0995	0.0288	0.0174	0.2971
VEN_107_set9__588	0.1540	0.2333	0.3212	-0.0789	0.5282	-0.0307	0.0679	0.1950	-0.0446	0.1305
VEN_107_set9__597	-0.1265	-0.0988	0.2115	-0.2012	0.3924	-0.2432	-0.1725	-0.1716	-0.1725	0.0257
VEN_107_set9__629	-0.4346	-0.3524	-0.8873	0.2403	-0.7824	-0.3512	-0.4738	-0.5686	-0.5043	-0.6815
VEN_107_set9__639	0.4200	0.4139	-0.2681	0.5833	-0.4049	0.4252	0.3580	0.3051	0.5473	0.3480
VEN_107_set9__666	-0.3404	-0.8728	-0.8315	-0.4362	-0.8754	-0.5656	-0.2095	-0.7658	-0.3453	-0.5216
VEN_107_set9__696	0.0896	0.0679	-0.4389	0.8794	-0.4655	0.1963	0.1840	0.5278	0.3034	0.1496
VEN_107_set9__717	0.2166	0.2404	0.6235	0.0351	0.6366	0.1781	0.1562	0.2693	0.1020	0.2799
VEN_108_set10__198	0.0613	0.0972	0.4880	-0.1393	0.5947	0.0520	-0.0491	0.2322	0.0235	0.1179
VEN_108_set10__209	0.2048	0.0159	-0.3067	0.4366	-0.2562	0.1509	0.2168	0.0480	0.2421	0.1659
VEN_108_set10__226	0.7031	0.5349	-0.2076	0.2748	-0.3440	0.5708	0.7096	0.5724	0.6010	0.3743
VEN_108_set10__321	-0.1897	-0.1614	0.2327	-0.3081	0.2699	-0.1540	-0.2132	-0.0087	-0.1889	-0.1173
VEN_108_set10__342	-0.0176	-0.0453	0.4637	-0.1019	0.5255	-0.0906	-0.1363	0.0738	-0.0940	0.0225
VEN_108_set10__358	-0.0634	-0.0367	0.3993	-0.4251	0.4719	-0.1215	-0.2116	-0.0783	-0.1789	-0.0346
VEN_108_set10__399	0.1980	0.3038	0.5849	0.0829	0.7034	0.2309	0.1531	0.1194	0.1689	0.2264
VEN_108_set10__403	0.1609	0.1884	0.5099	-0.1803	0.5645	0.0341	0.0345	0.1360	0.0362	0.0523
VEN_108_set10__414	-0.0190	0.0022	-0.4889	-0.3802	-0.5978	-0.1611	0.0388	-0.4128	-0.0108	-0.0861
VEN_108_set10__417	0.1328	0.2031	0.4488	-0.5026	0.5337	0.1073	-0.1121	0.0288	-0.0647	0.1756
VEN_108_set10__423	-0.1269	-0.0941	0.1010	-0.2067	0.2860	-0.0866	-0.2125	-0.0417	-0.1873	0.0032
VEN_108_set10__517	0.4982	0.5150	0.8466	0.1568	0.7715	0.3642	0.3740	0.4721	0.3887	0.4964
VEN_108_set10__57	-0.1098	-0.3583	-0.4813	-0.0042	-0.4896	-0.0631	-0.1167	-0.0242	-0.0011	-0.1063
VEN_108_set10__573	-0.3999	-0.2665	-0.7233	-0.0183	-0.7982	-0.2765	-0.1228	-0.4669	-0.2821	-0.4004
VEN_108_set10__619	-0.0694	0.1697	-0.5001	0.1579	-0.7933	0.0406	0.1971	-0.1180	0.0428	0.0216
VEN_108_set10__624	-0.1789	-0.2606	0.2039	-0.0782	0.2853	-0.1892	-0.2667	-0.0500	-0.2256	-0.1323
VEN_108_set10__672	0.2452	0.2768	0.6975	-0.0415	0.7247	0.1777	0.1476	0.3276	0.1670	0.2488
VEN_108_set10__70	-0.4502	-0.0369	0.1423	-0.2572	-0.0773	-0.0754	-0.2140	-0.2914	-0.4314	-0.3696
VEN_108_set10__740	0.0504	0.0455	0.2373	-0.2304	0.2403	0.0870	0.0745	0.0258	0.0064	-0.0030
VEN_108_set10__747	-0.1191	-0.1964	-0.3105	0.9043	-0.8118	-0.1221	0.0728	-0.0097	-0.0876	-0.3939
VEN_108_set10__824	-0.1795	-0.1697	-0.5219	-0.0806	-0.5374	-0.2420	-0.1845	-0.2094	-0.0772	-0.2498
VEN_108_set10__842	-0.1097	0.0253	0.3526	-0.1037	0.4424	-0.1016	-0.1589	0.0298	-0.1605	-0.0343
VEN_108_set10__867	-0.3997	-0.2731	-0.2114	-0.7335	-0.0822	-0.3708	-0.3807	-0.4443	-0.4783	-0.3031
VEN_108_set10__913	-0.1644	-0.0466	-0.5465	-0.0962	-0.5880	-0.1075	-0.1670	-0.1786	-0.0800	-0.1195
VEN_108_set1__265	-1.5731	-1.2409	-1.4431	-1.8737	-1.3615	-1.7303	-1.6192	-1.3511	-1.5861	-1.2743
VEN_108_set1__87	-0.2269	-0.0899	0.2328	-0.4176	0.2237	-0.1646	-0.2686	-0.0436	-0.1883	-0.0640
VEN_108_set1__96	0.1246	0.0370	-0.4425	0.2649	-0.4945	0.0611	0.1120	-0.0708	0.1425	0.0678
VEN_108_set22__153	0.2224	0.1175	0.5731	-0.0925	0.7135	0.2026	0.0709	0.1323	0.0890	0.1571
VEN_108_set22__182	0.3566	0.3410	-0.2607	0.8748	-0.3682	0.3817	0.3969	0.3536	0.3730	0.2499
VEN_108_set22__189	0.7653	0.4209	0.2253	1.1606	-0.2221	0.4287	0.7712	1.0916	1.0316	0.5050
VEN_108_set22__224	0.1611	0.4102	0.2022	0.0586	0.0697	0.1038	0.2440	0.2454	0.1775	0.0732
VEN_108_set22__32	0.3198	0.3047	0.6859	0.0602	0.7989	0.2029	0.2659	0.4171	0.2387	0.3233
VEN_108_set22__340	0.2018	0.1932	0.5976	-0.2233	0.7101	0.0812	0.1133	0.2501	0.0688	0.1807
VEN_108_set22__77	0.4428	0.1833	-0.0506	0.3268	-0.1146	0.4751	0.6904	1.1477	0.5366	0.6837
VEN_108_set23__27	0.0979	0.0888	0.4230	-0.0093	0.4758	0.0142	-0.0019	0.0529	0.0211	0.1189
VEN_108_set23__315	-0.0651	-0.0944	0.0422	0.0846	-0.0763	-0.1076	-0.0146	0.1152	-0.0683	-0.0720
VEN_108_set23__382	0.2217	0.1208	-0.4309	0.4121	-0.5538	0.1573	0.2316	0.1580	0.2029	0.1574
VEN_108_set23__44	0.3317	0.3900	0.7386	0.2162	0.8062	0.2905	0.2615	0.4485	0.2911	0.3548
VEN_108_set23__690	0.0470	0.1146	0.4507	-0.1505	0.4618	0.0177	0.0262	0.0386	-0.0385	0.0401
VEN_108_set23__691	-0.0473	-0.0127	0.3955	-0.1249	0.4293	0.0599	-0.1483	0.1368	-0.1036	0.0086
VEN_108_set23__705	0.2119	0.0989	-0.2168	0.5312	-0.4199	0.1645	0.1964	0.1035	0.2846	0.0713
VEN_108_set23__711	0.0168	0.1816	-0.2094	0.9166	-0.1713	0.1785	-0.1478	-0.0089	-0.0991	0.2021
VEN_108_set23__715	0.1543	0.1246	0.6154	0.0528	0.6696	0.1112	0.0595	0.2638	0.1326	0.1712
VEN_108_set23__745	0.0551	0.1576	0.4678	0.0478	0.6643	0.0370	0.0377	0.0713	-0.0391	-0.1185
VEN_108_set23__854	0.1426	0.0072	-0.1798	0.5417	-0.2439	0.1701	0.3636	0.2285	0.1060	0.1549
VEN_108_set24__224	-0.4950	-0.4375	-0.1018	-0.2999	-0.0658	-0.3132	-0.4086	-0.4112	-0.4783	-0.2932
VEN_108_set24__338	-0.4940	-0.6695	-0.7400	-0.6510	-0.9334	-0.4008	-0.1938	-0.7280	-0.4238	-0.4185
VEN_108_set24__400	0.3601	0.4034	0.7132	0.2256	0.7001	0.4089	0.2361	0.4204	0.3125	0.4020
VEN_108_set24__414	-0.0433	0.0467	0.4839	0.0136	0.4920	0.0204	0.0109	0.1617	-0.0561	0.1333
VEN_108_set24__416	-0.4345	0.0928	-0.2031	-0.5100	-0.4079	-0.5152	-0.4184	-0.8315	-0.3362	-0.3873
VEN_108_set24__435	-0.0320	-0.0364	0.3715	-0.2903	0.3721	-0.0048	-0.0792	0.0650	-0.0747	0.0683
VEN_108_set24__452	0.4901	0.4188	0.0825	0.7381	-0.0244	0.4251	0.5930	0.4888	0.6320	0.7411
VEN_108_set24__485	0.4571	0.4726	0.8270	0.1627	0.9293	0.4052	0.3550	0.4750	0.3879	0.4619
VEN_108_set24__495	0.0945	0.0859	0.5703	-0.0977	0.6673	0.1114	0.0726	0.1875	0.0295	0.0923
VEN_108_set24__515	0.3171	0.3236	0.7354	0.0790	0.8260	0.2731	0.2497	0.3931	0.2393	0.3523
VEN_108_set24__55	0.2140	0.2178	-0.3493	0.2985	-0.3265	0.1288	0.2331	-0.0629	0.2447	0.3566
VEN_108_set24__561	-0.4400	-0.4481	-0.1700	-0.6667	-0.1481	-0.3500	-0.6058	-0.1866	-0.4574	-0.3206
VEN_108_set24__641	0.4008	0.2628	-0.1620	0.5671	-0.3462	0.2985	0.4932	0.4154	0.4765	0.3107
VEN_108_set24__646	0.4165	0.4520	0.7447	0.2011	0.6813	0.3342	0.3402	0.5761	0.4131	0.4049
VEN_108_set24__647	0.5009	0.6096	0.0614	0.8522	-0.0990	0.5218	0.4829	0.5697	0.6488	0.3605
VEN_108_set24__663	0.5631	0.5214	0.8590	0.0765	0.9557	0.4302	0.4063	0.5527	0.4377	0.5445
VEN_108_set24__672	0.4250	0.4407	0.7866	-0.0091	0.9587	0.3049	0.3519	0.5016	0.3666	0.4317
VEN_108_set24__704	-0.3076	0.0235	0.2118	-0.0773	0.3480	-0.1721	-0.3460	-0.0728	-0.3455	-0.1617
VEN_108_set24__730	0.3600	0.2771	0.5698	-0.1456	0.7491	0.2065	0.3059	0.3256	0.2853	0.3476
VEN_108_set24__807	-0.3707	-0.0251	0.0451	-0.1612	0.2434	-0.2785	-0.2918	-0.0350	-0.3548	-0.3188
VEN_108_set24__826	0.1090	0.2433	0.4190	-0.1980	0.5881	0.1387	0.0117	0.1911	0.0852	0.2760
VEN_108_set25__11	-0.9107	-1.0146	-0.9671	-1.1793	-0.4778	-0.7830	-0.8312	-0.7847	-0.9142	-0.7060
VEN_108_set25__198	-0.3160	-0.4286	0.1259	-0.3590	0.3333	-0.2982	-0.3173	-0.1449	-0.3215	-0.1889
VEN_108_set25__266	0.1530	0.3733	0.4118	-0.0518	0.4911	0.2475	0.1602	0.3036	0.1081	0.2770
VEN_108_set25__300	0.4084	0.4081	0.7860	0.0893	0.8402	0.3252	0.3299	0.3444	0.3199	0.4240
VEN_108_set25__308	0.3492	0.4895	0.6271	-0.1471	0.7037	0.2040	0.2803	0.3655	0.2146	0.4760
VEN_108_set25__393	0.4324	0.4215	0.7927	0.1074	0.8431	0.3022	0.3814	0.4567	0.3402	0.4353
VEN_108_set25__406	0.5786	0.5434	0.8931	0.0605	0.9841	0.3540	0.5046	0.5573	0.4539	0.5603
VEN_108_set25__652	0.6518	0.7542	1.0163	0.0734	1.0946	0.4976	0.6441	0.6625	0.5545	0.6315
VEN_108_set26__110	0.4975	0.5055	0.8836	0.2342	0.8836	0.3874	0.4015	0.5356	0.4043	0.4981
VEN_108_set26__320	-0.0753	-0.3520	-0.3663	0.0308	-0.4674	0.0254	-0.1608	-0.0909	-0.0274	0.0902
VEN_108_set26__338	0.4611	0.4536	0.8530	0.1992	0.9283	0.3868	0.4218	0.5101	0.4009	0.4836
VEN_108_set26__405	0.0401	-0.2799	-0.3568	-0.2657	-0.4582	-0.0462	0.3483	0.0952	0.2701	0.0605
VEN_108_set26__428	0.1356	0.1978	-0.2838	0.2065	-0.3984	0.2218	0.4339	0.0219	0.1919	0.0861
VEN_108_set26__447	0.4770	0.4579	0.8241	0.1181	0.8919	0.3398	0.3687	0.5583	0.4090	0.5086
VEN_108_set26__511	-0.9196	-0.7845	-0.4505	-0.0898	-0.0756	-0.7844	-1.1284	-0.5833	-0.8426	-0.7341
VEN_108_set26__537	-0.1801	-0.2140	0.1577	-0.5308	0.2532	-0.0920	-0.1972	0.0697	-0.1722	-0.0659
VEN_108_set26__578	-0.1380	-0.0796	-0.4016	0.0970	-0.6820	-0.1741	0.0429	-0.1130	-0.0499	-0.2142
VEN_108_set26__591	0.4325	0.4284	0.8090	0.2417	0.9276	0.3371	0.3907	0.4643	0.3623	0.4628
VEN_108_set26__595	0.1033	0.0681	0.5041	-0.0001	0.6108	0.0536	-0.0167	0.1607	0.0093	0.1623
VEN_108_set26__608	0.4471	0.4115	0.8205	0.0768	0.8876	0.3299	0.3788	0.4611	0.3433	0.4625
VEN_108_set26__676	0.3335	0.2864	0.6897	0.1332	0.7636	0.2906	0.2415	0.3665	0.2807	0.3799
VEN_108_set26__723	-0.1068	-0.1413	-0.5835	0.1859	-0.7024	-0.0895	-0.0729	-0.1696	-0.0715	-0.1513
VEN_108_set26__724	0.3426	0.3033	0.7266	0.0735	0.9379	0.2983	0.3234	0.5172	0.2812	0.2934
VEN_108_set26__848	0.4040	-0.0122	-0.2226	0.5846	-0.3131	0.2379	0.3673	0.3879	0.3287	0.2201
VEN_108_set26__95	0.4397	0.4119	0.8080	0.0599	0.8743	0.3241	0.3882	0.4680	0.3611	0.4256
VEN_108_set27__119	-1.0853	-0.4736	-1.4154	-1.8465	-1.5222	-1.2602	-1.0884	-1.3893	-1.2229	-1.6398
VEN_108_set27__150	0.2609	0.1700	0.7016	0.0067	0.7230	0.1303	0.3093	0.3008	0.0607	0.2701
VEN_108_set27__368	-0.4106	0.1771	-0.5867	0.6223	-0.6880	-0.3156	0.0152	-0.4665	-0.2474	-0.5400
VEN_108_set27__474	-1.2668	-1.3380	-1.3033	-0.4004	-1.1684	-1.2629	-1.0126	-1.5823	-1.1287	-1.0125
VEN_108_set27__487	-0.8191	-0.8969	-1.0819	-1.0962	-1.1116	-0.6542	-0.9540	-0.6457	-0.7884	-1.1795
VEN_108_set27__518	-0.0607	-0.0488	0.4129	-0.2908	0.3060	-0.0330	-0.0901	-0.1174	-0.0998	0.0474
VEN_108_set27__542	-0.3823	-0.4577	0.1106	-0.9595	-0.0147	-0.4786	-0.3977	-0.3444	-0.4685	-0.4913
VEN_108_set27__576	-1.0292	-0.7359	-0.9025	-1.5803	-0.9321	-0.9249	-1.0950	-1.2964	-1.0066	-0.9055
VEN_108_set27__606	-0.1249	-0.7923	-0.8327	-0.2503	-0.6041	-0.2644	-0.0758	-0.5090	-0.1840	-0.3316
VEN_108_set27__636	-0.2791	-0.3926	-0.4593	-0.1216	-0.6577	-0.4871	-0.2764	-0.5084	-0.2251	-0.3411
VEN_108_set27__739	-0.6448	-0.4912	-0.5511	-1.1170	-0.5818	-0.7533	-0.7521	-0.7820	-0.7972	-0.6506
VEN_108_set28__180	0.1674	0.2996	0.2213	-0.0752	0.1423	0.1041	0.2335	-0.0755	0.2163	0.1250
VEN_108_set28__266	-0.2097	-0.2036	-0.4732	-0.1306	-0.5742	-0.1819	-0.1334	-0.3430	-0.1597	-0.2375
VEN_108_set28__322	0.0124	-0.1238	-0.5416	0.2106	-0.5218	0.0671	0.0940	-0.1219	0.0673	0.0415
VEN_108_set28__401	0.1802	0.1269	0.5893	0.1168	0.6650	0.1023	0.0299	0.2478	0.1462	0.1012
VEN_108_set28__424	-0.2651	-0.1303	0.2893	-0.2105	0.1626	-0.1918	-0.4489	-0.0166	-0.2814	-0.0268
VEN_108_set28__556	0.2715	0.4161	0.6856	0.1907	0.6200	0.4145	0.2803	0.2259	0.1987	0.3725
VEN_108_set28__568	-1.2129	-0.8222	-1.2204	-1.2456	-0.9914	-1.1435	-1.0471	-1.4021	-1.1856	-1.1493
VEN_108_set28__577	-0.0442	0.1075	0.5056	-0.0228	0.5447	0.0102	-0.1100	0.1442	-0.0329	0.0746
VEN_108_set28__64	-0.9508	-0.7185	-0.5436	-0.9014	-0.9276	-0.6452	-0.8134	-0.9472	-0.6918	-0.7654
VEN_108_set28__697	0.2965	0.2203	0.7008	0.0666	0.7299	0.2742	0.2490	0.3374	0.2215	0.3499
VEN_108_set28__717	0.2559	0.1608	0.6140	0.0284	0.6393	0.0565	0.1366	0.2460	0.1551	0.2588
VEN_108_set28__77	-0.1130	-0.0150	-0.3989	-0.0295	-0.3900	-0.1155	-0.1199	-0.2062	-0.0722	-0.1462
VEN_108_set28__86	-0.0478	-0.0138	0.3144	-0.2846	0.3737	-0.0173	-0.0602	-0.0640	-0.0677	0.0155
VEN_108_set29__170	-0.3216	-0.3858	0.3432	-1.2542	0.4699	-0.4654	-0.2805	0.0342	-0.2485	-0.3726
VEN_108_set29__184	-0.2029	-0.2582	-0.3868	0.1851	-0.4645	-0.2786	-0.2047	-0.2989	-0.1679	-0.2460
VEN_108_set29__196	-0.4666	-0.2805	0.0662	-0.4677	-0.0431	-0.3736	-0.4367	-0.4538	-0.4903	-0.3924
VEN_108_set29__246	-0.1724	-0.0893	0.4904	-0.3624	0.4823	0.0246	-0.1534	-0.1575	-0.1674	0.1166
VEN_108_set29__249	-0.1592	-0.1251	0.3288	-0.4997	0.2951	-0.1729	-0.2361	-0.1082	-0.1631	-0.0876
VEN_108_set29__293	-0.9755	-0.9093	-0.1763	0.8866	0.6545	-0.5642	-1.2913	-0.2596	-0.8566	-0.6460
VEN_108_set29__321	-0.2634	-0.7118	-0.9910	-1.3226	-0.8936	-0.5247	-0.2566	0.0098	-0.2324	-0.3861
VEN_108_set29__394	0.1881	0.2033	0.5699	0.0630	0.6493	0.1771	0.0874	0.2860	0.1373	0.2266
